file,label,page,text,id,surrounding_text
Def730-CL20192911-042622_readable.pdf,timexy,3,05/02/16,"TIMEX3 type=""DATE"" value=""2016-02-05T00:00:00"""," 1A1-W3  1A1-W3  VEHQ:  SNLJ124  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
‘TIME:  20:44  INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
05/02/16  TO  05/02/17LIC  #:5NLJ124  YRMD;:05  MAKE:BMW  BTM  :SD 
VIN  i  WBAEV53485KM43072  R/C iis 
NN  01.0;00/00/05  RCO  05/02/16 
0CID:09/08/07  LOCD:2  L/O  :CARMAX  BUSINESS  SERVICES  LL,  PO 
BOX  440609,  KENNESAW  CITY:GA  ZIP  :30160  TYPE:11  POWR:G 
VEH  212  BODY:0  CLAS:FW  *-YR:07  REC  STATUS:  04/02/15  SMOG 
DUE  05/02/17  06/08/05  PREV  LIC  666670S  CLEARANCE 
INFORMATION  RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  # 
VALUE  FICHE  DATE  TTC  RID  04/07/09  41  7217  00219.00  00/00/00 
POT  RIO  04/01/10  50  7392  00291.00  00/00/00  POT  RIO  03/30/11 
41  7003  00243.00  00/00/00  POT  RIO  03/02/12  54  7009  00162.00 
03/02/12  POT  RIO  04/04/13  50  7007  00145.00  04/04/13  POT  RJ3 "
Def730-CL20192911-042622_readable.pdf,timexy,3,04/02/15,"TIMEX3 type=""DATE"" value=""2015-02-04T00:00:00"""," 1A1-W3  1A1-W3  VEHQ:  SNLJ124  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
‘TIME:  20:44  INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
05/02/16  TO  05/02/17LIC  #:5NLJ124  YRMD;:05  MAKE:BMW  BTM  :SD 
VIN  i  WBAEV53485KM43072  R/C iis 
NN  01.0;00/00/05  RCO  05/02/16 
0CID:09/08/07  LOCD:2  L/O  :CARMAX  BUSINESS  SERVICES  LL,  PO 
BOX  440609,  KENNESAW  CITY:GA  ZIP  :30160  TYPE:11  POWR:G 
VEH  212  BODY:0  CLAS:FW  *-YR:07  REC  STATUS:  04/02/15  SMOG 
DUE  05/02/17  06/08/05  PREV  LIC  666670S  CLEARANCE 
INFORMATION  RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  # 
VALUE  FICHE  DATE  TTC  RID  04/07/09  41  7217  00219.00  00/00/00 
POT  RIO  04/01/10  50  7392  00291.00  00/00/00  POT  RIO  03/30/11 
41  7003  00243.00  00/00/00  POT  RIO  03/02/12  54  7009  00162.00 
03/02/12  POT  RIO  04/04/13  50  7007  00145.00  04/04/13  POT  RJ3 "
Def730-CL20192911-042622_readable.pdf,timexy,3,05/02/17,"TIMEX3 type=""DATE"" value=""2017-02-05T00:00:00"""," 1A1-W3  1A1-W3  VEHQ:  SNLJ124  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
‘TIME:  20:44  INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
05/02/16  TO  05/02/17LIC  #:5NLJ124  YRMD;:05  MAKE:BMW  BTM  :SD 
VIN  i  WBAEV53485KM43072  R/C iis 
NN  01.0;00/00/05  RCO  05/02/16 
0CID:09/08/07  LOCD:2  L/O  :CARMAX  BUSINESS  SERVICES  LL,  PO 
BOX  440609,  KENNESAW  CITY:GA  ZIP  :30160  TYPE:11  POWR:G 
VEH  212  BODY:0  CLAS:FW  *-YR:07  REC  STATUS:  04/02/15  SMOG 
DUE  05/02/17  06/08/05  PREV  LIC  666670S  CLEARANCE 
INFORMATION  RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  # 
VALUE  FICHE  DATE  TTC  RID  04/07/09  41  7217  00219.00  00/00/00 
POT  RIO  04/01/10  50  7392  00291.00  00/00/00  POT  RIO  03/30/11 
41  7003  00243.00  00/00/00  POT  RIO  03/02/12  54  7009  00162.00 
03/02/12  POT  RIO  04/04/13  50  7007  00145.00  04/04/13  POT  RJ3 "
Def730-CL20192911-042622_readable.pdf,timexy,3,06/08/05,"TIMEX3 type=""DATE"" value=""2005-08-06T00:00:00"""," 1A1-W3  1A1-W3  VEHQ:  SNLJ124  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
‘TIME:  20:44  INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
05/02/16  TO  05/02/17LIC  #:5NLJ124  YRMD;:05  MAKE:BMW  BTM  :SD 
VIN  i  WBAEV53485KM43072  R/C iis 
NN  01.0;00/00/05  RCO  05/02/16 
0CID:09/08/07  LOCD:2  L/O  :CARMAX  BUSINESS  SERVICES  LL,  PO 
BOX  440609,  KENNESAW  CITY:GA  ZIP  :30160  TYPE:11  POWR:G 
VEH  212  BODY:0  CLAS:FW  *-YR:07  REC  STATUS:  04/02/15  SMOG 
DUE  05/02/17  06/08/05  PREV  LIC  666670S  CLEARANCE 
INFORMATION  RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  # 
VALUE  FICHE  DATE  TTC  RID  04/07/09  41  7217  00219.00  00/00/00 
POT  RIO  04/01/10  50  7392  00291.00  00/00/00  POT  RIO  03/30/11 
41  7003  00243.00  00/00/00  POT  RIO  03/02/12  54  7009  00162.00 
03/02/12  POT  RIO  04/04/13  50  7007  00145.00  04/04/13  POT  RJ3 "
Def730-CL20192911-042622_readable.pdf,timexy,3,04/07/09,"TIMEX3 type=""DATE"" value=""2009-07-04T00:00:00"""," 1A1-W3  1A1-W3  VEHQ:  SNLJ124  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
‘TIME:  20:44  INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
05/02/16  TO  05/02/17LIC  #:5NLJ124  YRMD;:05  MAKE:BMW  BTM  :SD 
VIN  i  WBAEV53485KM43072  R/C iis 
NN  01.0;00/00/05  RCO  05/02/16 
0CID:09/08/07  LOCD:2  L/O  :CARMAX  BUSINESS  SERVICES  LL,  PO 
BOX  440609,  KENNESAW  CITY:GA  ZIP  :30160  TYPE:11  POWR:G 
VEH  212  BODY:0  CLAS:FW  *-YR:07  REC  STATUS:  04/02/15  SMOG 
DUE  05/02/17  06/08/05  PREV  LIC  666670S  CLEARANCE 
INFORMATION  RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  # 
VALUE  FICHE  DATE  TTC  RID  04/07/09  41  7217  00219.00  00/00/00 
POT  RIO  04/01/10  50  7392  00291.00  00/00/00  POT  RIO  03/30/11 
41  7003  00243.00  00/00/00  POT  RIO  03/02/12  54  7009  00162.00 
03/02/12  POT  RIO  04/04/13  50  7007  00145.00  04/04/13  POT  RJ3 "
Def730-CL20192911-042622_readable.pdf,timexy,3,04/01/10,"TIMEX3 type=""DATE"" value=""2010-01-04T00:00:00"""," 1A1-W3  1A1-W3  VEHQ:  SNLJ124  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
‘TIME:  20:44  INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
05/02/16  TO  05/02/17LIC  #:5NLJ124  YRMD;:05  MAKE:BMW  BTM  :SD 
VIN  i  WBAEV53485KM43072  R/C iis 
NN  01.0;00/00/05  RCO  05/02/16 
0CID:09/08/07  LOCD:2  L/O  :CARMAX  BUSINESS  SERVICES  LL,  PO 
BOX  440609,  KENNESAW  CITY:GA  ZIP  :30160  TYPE:11  POWR:G 
VEH  212  BODY:0  CLAS:FW  *-YR:07  REC  STATUS:  04/02/15  SMOG 
DUE  05/02/17  06/08/05  PREV  LIC  666670S  CLEARANCE 
INFORMATION  RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  # 
VALUE  FICHE  DATE  TTC  RID  04/07/09  41  7217  00219.00  00/00/00 
POT  RIO  04/01/10  50  7392  00291.00  00/00/00  POT  RIO  03/30/11 
41  7003  00243.00  00/00/00  POT  RIO  03/02/12  54  7009  00162.00 
03/02/12  POT  RIO  04/04/13  50  7007  00145.00  04/04/13  POT  RJ3 "
Def730-CL20192911-042622_readable.pdf,timexy,3,03/02/12,"TIMEX3 type=""DATE"" value=""2012-02-03T00:00:00"""," 1A1-W3  1A1-W3  VEHQ:  SNLJ124  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
‘TIME:  20:44  INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
05/02/16  TO  05/02/17LIC  #:5NLJ124  YRMD;:05  MAKE:BMW  BTM  :SD 
VIN  i  WBAEV53485KM43072  R/C iis 
NN  01.0;00/00/05  RCO  05/02/16 
0CID:09/08/07  LOCD:2  L/O  :CARMAX  BUSINESS  SERVICES  LL,  PO 
BOX  440609,  KENNESAW  CITY:GA  ZIP  :30160  TYPE:11  POWR:G 
VEH  212  BODY:0  CLAS:FW  *-YR:07  REC  STATUS:  04/02/15  SMOG 
DUE  05/02/17  06/08/05  PREV  LIC  666670S  CLEARANCE 
INFORMATION  RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  # 
VALUE  FICHE  DATE  TTC  RID  04/07/09  41  7217  00219.00  00/00/00 
POT  RIO  04/01/10  50  7392  00291.00  00/00/00  POT  RIO  03/30/11 
41  7003  00243.00  00/00/00  POT  RIO  03/02/12  54  7009  00162.00 
03/02/12  POT  RIO  04/04/13  50  7007  00145.00  04/04/13  POT  RJ3 "
Def730-CL20192911-042622_readable.pdf,timexy,3,03/02/12,"TIMEX3 type=""DATE"" value=""2012-02-03T00:00:00"""," 1A1-W3  1A1-W3  VEHQ:  SNLJ124  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
‘TIME:  20:44  INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
05/02/16  TO  05/02/17LIC  #:5NLJ124  YRMD;:05  MAKE:BMW  BTM  :SD 
VIN  i  WBAEV53485KM43072  R/C iis 
NN  01.0;00/00/05  RCO  05/02/16 
0CID:09/08/07  LOCD:2  L/O  :CARMAX  BUSINESS  SERVICES  LL,  PO 
BOX  440609,  KENNESAW  CITY:GA  ZIP  :30160  TYPE:11  POWR:G 
VEH  212  BODY:0  CLAS:FW  *-YR:07  REC  STATUS:  04/02/15  SMOG 
DUE  05/02/17  06/08/05  PREV  LIC  666670S  CLEARANCE 
INFORMATION  RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  # 
VALUE  FICHE  DATE  TTC  RID  04/07/09  41  7217  00219.00  00/00/00 
POT  RIO  04/01/10  50  7392  00291.00  00/00/00  POT  RIO  03/30/11 
41  7003  00243.00  00/00/00  POT  RIO  03/02/12  54  7009  00162.00 
03/02/12  POT  RIO  04/04/13  50  7007  00145.00  04/04/13  POT  RJ3 "
Def730-CL20192911-042622_readable.pdf,timexy,3,04/04/13,"TIMEX3 type=""DATE"" value=""2013-04-04T00:00:00"""," 1A1-W3  1A1-W3  VEHQ:  SNLJ124  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
‘TIME:  20:44  INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
05/02/16  TO  05/02/17LIC  #:5NLJ124  YRMD;:05  MAKE:BMW  BTM  :SD 
VIN  i  WBAEV53485KM43072  R/C iis 
NN  01.0;00/00/05  RCO  05/02/16 
0CID:09/08/07  LOCD:2  L/O  :CARMAX  BUSINESS  SERVICES  LL,  PO 
BOX  440609,  KENNESAW  CITY:GA  ZIP  :30160  TYPE:11  POWR:G 
VEH  212  BODY:0  CLAS:FW  *-YR:07  REC  STATUS:  04/02/15  SMOG 
DUE  05/02/17  06/08/05  PREV  LIC  666670S  CLEARANCE 
INFORMATION  RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  # 
VALUE  FICHE  DATE  TTC  RID  04/07/09  41  7217  00219.00  00/00/00 
POT  RIO  04/01/10  50  7392  00291.00  00/00/00  POT  RIO  03/30/11 
41  7003  00243.00  00/00/00  POT  RIO  03/02/12  54  7009  00162.00 
03/02/12  POT  RIO  04/04/13  50  7007  00145.00  04/04/13  POT  RJ3 "
Def730-CL20192911-042622_readable.pdf,timexy,3,04/04/13,"TIMEX3 type=""DATE"" value=""2013-04-04T00:00:00"""," 1A1-W3  1A1-W3  VEHQ:  SNLJ124  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
‘TIME:  20:44  INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
05/02/16  TO  05/02/17LIC  #:5NLJ124  YRMD;:05  MAKE:BMW  BTM  :SD 
VIN  i  WBAEV53485KM43072  R/C iis 
NN  01.0;00/00/05  RCO  05/02/16 
0CID:09/08/07  LOCD:2  L/O  :CARMAX  BUSINESS  SERVICES  LL,  PO 
BOX  440609,  KENNESAW  CITY:GA  ZIP  :30160  TYPE:11  POWR:G 
VEH  212  BODY:0  CLAS:FW  *-YR:07  REC  STATUS:  04/02/15  SMOG 
DUE  05/02/17  06/08/05  PREV  LIC  666670S  CLEARANCE 
INFORMATION  RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  # 
VALUE  FICHE  DATE  TTC  RID  04/07/09  41  7217  00219.00  00/00/00 
POT  RIO  04/01/10  50  7392  00291.00  00/00/00  POT  RIO  03/30/11 
41  7003  00243.00  00/00/00  POT  RIO  03/02/12  54  7009  00162.00 
03/02/12  POT  RIO  04/04/13  50  7007  00145.00  04/04/13  POT  RJ3 "
Def730-CL20192911-042622_readable.pdf,timexy,3,04/02/15,"TIMEX3 type=""DATE"" value=""2015-02-04T00:00:00"""," 1A1-W3  1A1-W3  VEHQ:  SNLJ124  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
‘TIME:  20:44  INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
05/02/16  TO  05/02/17LIC  #:5NLJ124  YRMD;:05  MAKE:BMW  BTM  :SD 
VIN  i  WBAEV53485KM43072  R/C iis 
NN  01.0;00/00/05  RCO  05/02/16 
0CID:09/08/07  LOCD:2  L/O  :CARMAX  BUSINESS  SERVICES  LL,  PO 
BOX  440609,  KENNESAW  CITY:GA  ZIP  :30160  TYPE:11  POWR:G 
VEH  212  BODY:0  CLAS:FW  *-YR:07  REC  STATUS:  04/02/15  SMOG 
DUE  05/02/17  06/08/05  PREV  LIC  666670S  CLEARANCE 
INFORMATION  RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  # 
VALUE  FICHE  DATE  TTC  RID  04/07/09  41  7217  00219.00  00/00/00 
POT  RIO  04/01/10  50  7392  00291.00  00/00/00  POT  RIO  03/30/11 
41  7003  00243.00  00/00/00  POT  RIO  03/02/12  54  7009  00162.00 
03/02/12  POT  RIO  04/04/13  50  7007  00145.00  04/04/13  POT  RJ3 "
Def730-CL20192911-042622_readable.pdf,timexy,3,04/02/15,"TIMEX3 type=""DATE"" value=""2015-02-04T00:00:00"""," 1A1-W3  1A1-W3  VEHQ:  SNLJ124  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
‘TIME:  20:44  INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
05/02/16  TO  05/02/17LIC  #:5NLJ124  YRMD;:05  MAKE:BMW  BTM  :SD 
VIN  i  WBAEV53485KM43072  R/C iis 
NN  01.0;00/00/05  RCO  05/02/16 
0CID:09/08/07  LOCD:2  L/O  :CARMAX  BUSINESS  SERVICES  LL,  PO 
BOX  440609,  KENNESAW  CITY:GA  ZIP  :30160  TYPE:11  POWR:G 
VEH  212  BODY:0  CLAS:FW  *-YR:07  REC  STATUS:  04/02/15  SMOG 
DUE  05/02/17  06/08/05  PREV  LIC  666670S  CLEARANCE 
INFORMATION  RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  # 
VALUE  FICHE  DATE  TTC  RID  04/07/09  41  7217  00219.00  00/00/00 
POT  RIO  04/01/10  50  7392  00291.00  00/00/00  POT  RIO  03/30/11 
41  7003  00243.00  00/00/00  POT  RIO  03/02/12  54  7009  00162.00 
03/02/12  POT  RIO  04/04/13  50  7007  00145.00  04/04/13  POT  RJ3 "
Def730-CL20192911-042622_readable.pdf,timexy,3,09/02/15,"TIMEX3 type=""DATE"" value=""2015-02-09T00:00:00""","1A1-W3  1A1-W3  VEHQ:  6UVE722  CWS  RESPONSE*INFO*  -  VLNi#  6GUVE?722 
CA  NO  HIT  DMV-VR  RESPONSE  FOR  DATE:  05/21/16  TIME: 
20:44INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
09/02/15  TO  09/02/16LIC  #:6UVE722  YRMD:05  MAKE:INFI  BTM  :40 
VIN  :JNKCVS5LEO5M202406 "
Def730-CL20192911-042622_readable.pdf,timexy,3,09/02/17,"TIMEX3 type=""DATE"" value=""2017-02-09T00:00:00""","SOLD:00/00/05 
RCID:03/07/26  OCID:03/07/16  LOCD:3  TYPE:11  POWR:G  VEH  :12 
SODY:6  CLAS:CL  *-YR:12  REC  STATUS:  69/01/15  SMOG  DUE 
09/02/17  02/21/12  PREV  LIC  LNMG35  CLEARANCE  INFORMATION 
RECORDS:  OFFICE  WORK  DATE  TECH/ID  SEQ  #  VALUE  FICHE  DATE 
TTC  Q31  09/13/10  BA  0000  00000.00  00/00/00  Z01  CNO  09/19/11 
01  0165  00204.00  09/19/11  POT  142  08/24/11  11  8861  00204.00 
PRIOR  SUSPENSE  D36  02/21/12  37  0004  00015.00  00/00/00  Foo 
KB6  09/27/12  10  0032  00191.00  00/ "
Def730-CL20192911-042622_readable.pdf,timexy,3,09/03/13,"TIMEX3 type=""DATE"" value=""2013-03-09T00:00:00""",1A1-W3  00/00  POT  502  09/03/13  A6  0051  00140.00  09/05/13  HOS  502 
Def730-CL20192911-042622_readable.pdf,timexy,3,09/05/13,"TIMEX3 type=""DATE"" value=""2013-05-09T00:00:00""",1A1-W3  00/00  POT  502  09/03/13  A6  0051  00140.00  09/05/13  HOS  502 
Def730-CL20192911-042622_readable.pdf,timexy,3,09/03/14,"TIMEX3 type=""DATE"" value=""2014-03-09T00:00:00""","08/29/14  AE  0005  00135.00  09/03/14  HOS  KBS  09/01/15  10  0046 
-  00128,00  09/01/15  POT  V52  03/07/16  DA  OGO1  00015.00  03/08/16 
FOO  02/04/2012-ODOMETER:  176,042  MILES  ACTUAL  MILEAGE  END 
CJIS-SVS  RESPONSE  FOR 
LYYX.QVK.CA0194200.LIC/6UVE722.LIS/NO  HITSNO  NEAR  MISS "
Def730-CL20192911-042622_readable.pdf,timexy,3,09/01/15,"TIMEX3 type=""DATE"" value=""2015-01-09T00:00:00""","08/29/14  AE  0005  00135.00  09/03/14  HOS  KBS  09/01/15  10  0046 
-  00128,00  09/01/15  POT  V52  03/07/16  DA  OGO1  00015.00  03/08/16 
FOO  02/04/2012-ODOMETER:  176,042  MILES  ACTUAL  MILEAGE  END 
CJIS-SVS  RESPONSE  FOR 
LYYX.QVK.CA0194200.LIC/6UVE722.LIS/NO  HITSNO  NEAR  MISS "
Def730-CL20192911-042622_readable.pdf,timexy,3,09/01/15,"TIMEX3 type=""DATE"" value=""2015-01-09T00:00:00""","08/29/14  AE  0005  00135.00  09/03/14  HOS  KBS  09/01/15  10  0046 
-  00128,00  09/01/15  POT  V52  03/07/16  DA  OGO1  00015.00  03/08/16 
FOO  02/04/2012-ODOMETER:  176,042  MILES  ACTUAL  MILEAGE  END 
CJIS-SVS  RESPONSE  FOR 
LYYX.QVK.CA0194200.LIC/6UVE722.LIS/NO  HITSNO  NEAR  MISS "
Def730-CL20192911-042622_readable.pdf,timexy,3,03/07/16,"TIMEX3 type=""DATE"" value=""2016-07-03T00:00:00""","SOLD:00/00/05 
RCID:03/07/26  OCID:03/07/16  LOCD:3  TYPE:11  POWR:G  VEH  :12 
SODY:6  CLAS:CL  *-YR:12  REC  STATUS:  69/01/15  SMOG  DUE 
09/02/17  02/21/12  PREV  LIC  LNMG35  CLEARANCE  INFORMATION 
RECORDS:  OFFICE  WORK  DATE  TECH/ID  SEQ  #  VALUE  FICHE  DATE 
TTC  Q31  09/13/10  BA  0000  00000.00  00/00/00  Z01  CNO  09/19/11 
01  0165  00204.00  09/19/11  POT  142  08/24/11  11  8861  00204.00 
PRIOR  SUSPENSE  D36  02/21/12  37  0004  00015.00  00/00/00  Foo 
KB6  09/27/12  10  0032  00191.00  00/ "
Def730-CL20192911-042622_readable.pdf,timexy,3,03/08/16,"TIMEX3 type=""DATE"" value=""2016-08-03T00:00:00""","08/29/14  AE  0005  00135.00  09/03/14  HOS  KBS  09/01/15  10  0046 
-  00128,00  09/01/15  POT  V52  03/07/16  DA  OGO1  00015.00  03/08/16 
FOO  02/04/2012-ODOMETER:  176,042  MILES  ACTUAL  MILEAGE  END 
CJIS-SVS  RESPONSE  FOR 
LYYX.QVK.CA0194200.LIC/6UVE722.LIS/NO  HITSNO  NEAR  MISS "
Def730-CL20192911-042622_readable.pdf,timexy,3,02/04/2012,"TIMEX3 type=""DATE"" value=""2012-04-02T00:00:00""","08/29/14  AE  0005  00135.00  09/03/14  HOS  KBS  09/01/15  10  0046 
-  00128,00  09/01/15  POT  V52  03/07/16  DA  OGO1  00015.00  03/08/16 
FOO  02/04/2012-ODOMETER:  176,042  MILES  ACTUAL  MILEAGE  END 
CJIS-SVS  RESPONSE  FOR 
LYYX.QVK.CA0194200.LIC/6UVE722.LIS/NO  HITSNO  NEAR  MISS "
Def730-CL20192911-042622_readable.pdf,timexy,4,02/12/16,"TIMEX3 type=""DATE"" value=""2016-12-02T00:00:00"""," 1A1-W3  1Ai-W3  VEHQ:  6UVF722  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
TIME:  20;44INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
02/20/16  TO  02/20/17LIC  #:6UVF722  YRMD:07  MAKE:HOND  BTM 
24D  VIN  :LHGCM66487A062881  R/C  Saas 
ER 
RCID:02/10/16  OC1D:04/07/12  LOCD;8  L/O  :FIRST  CREDIT 
FINANCE,  PO  BX  8092  CITY:VAN  NUYS  ZIP  :91406  TYPE:i1 
POWR:G  VEH  :17  BODY:0  CLAS:DX  *-YR:12  REC  STATUS: 
11/24/2015  RENEWAL  NOTICE  EXTRACTED  02/12/16  SMOG  DUE 
02/20/18  RELEASE  OF  LIABILITY  (REG.  138)RECEIPT 
DATE:12/27/15  TRANSFER  DATE:10/16/15BUYERI 
EE  SELLER  SAME  AS  L/O 
ON  FILE  CLEARANCE  INFORMATION  RECOROS:OFFICE  WORK  DATE 
TECH/ID  SEQ  #  VALUE  FICHE  DATE  TTC  D36  03/15/12  06-0062 
00220,00  00/00/00  BOO  661  02/19/13  25  0027  00190.00  00/00/00 
HOO  144  01/04/13  11  8899  00190 "
Def730-CL20192911-042622_readable.pdf,timexy,4,01/04/13,"TIMEX3 type=""DATE"" value=""2013-04-01T00:00:00"""," 1A1-W3  1Ai-W3  VEHQ:  6UVF722  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
TIME:  20;44INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
02/20/16  TO  02/20/17LIC  #:6UVF722  YRMD:07  MAKE:HOND  BTM 
24D  VIN  :LHGCM66487A062881  R/C  Saas 
ER 
RCID:02/10/16  OC1D:04/07/12  LOCD;8  L/O  :FIRST  CREDIT 
FINANCE,  PO  BX  8092  CITY:VAN  NUYS  ZIP  :91406  TYPE:i1 
POWR:G  VEH  :17  BODY:0  CLAS:DX  *-YR:12  REC  STATUS: 
11/24/2015  RENEWAL  NOTICE  EXTRACTED  02/12/16  SMOG  DUE 
02/20/18  RELEASE  OF  LIABILITY  (REG.  138)RECEIPT 
DATE:12/27/15  TRANSFER  DATE:10/16/15BUYERI 
EE  SELLER  SAME  AS  L/O 
ON  FILE  CLEARANCE  INFORMATION  RECOROS:OFFICE  WORK  DATE 
TECH/ID  SEQ  #  VALUE  FICHE  DATE  TTC  D36  03/15/12  06-0062 
00220,00  00/00/00  BOO  661  02/19/13  25  0027  00190.00  00/00/00 
HOO  144  01/04/13  11  8899  00190 "
Def730-CL20192911-042622_readable.pdf,timexy,4,02/05/15,"TIMEX3 type=""DATE"" value=""2015-05-02T00:00:00""","1A1-W3  .00  PRIOR  SUSPENSE  679  01/15/14  AG  0007  00180.00  00/00/00 
HOS  143  02/05/15  16  7973  00169.00  00/00/00  POT  679  02/10/16 
41  0012  00158.00  00/00/00  HOD  02/19/2012-ODOMETER; 
53,452 
MILES  ACTUAL  MILEAGE  END  CJIS-SVS  RESPONSE  FOR 
1YYX.QVK.CA0194200.LIC/6UVF722.LIS/NO  HITSNO  NEAR 
MISSCWS  RESPONSE*INFO*  -  VLN#  GUVF722  CA  NO  HIT "
Def730-CL20192911-042622_readable.pdf,timexy,4,02/10/16,"TIMEX3 type=""DATE"" value=""2016-10-02T00:00:00"""," 1A1-W3  1Ai-W3  VEHQ:  6UVF722  DMV-VR  RESPONSE  FOR  DATE:  05/21/16 
TIME:  20;44INSURANCE  INFORMATION  ON  FILE  REG  VALID  FROM: 
02/20/16  TO  02/20/17LIC  #:6UVF722  YRMD:07  MAKE:HOND  BTM 
24D  VIN  :LHGCM66487A062881  R/C  Saas 
ER 
RCID:02/10/16  OC1D:04/07/12  LOCD;8  L/O  :FIRST  CREDIT 
FINANCE,  PO  BX  8092  CITY:VAN  NUYS  ZIP  :91406  TYPE:i1 
POWR:G  VEH  :17  BODY:0  CLAS:DX  *-YR:12  REC  STATUS: 
11/24/2015  RENEWAL  NOTICE  EXTRACTED  02/12/16  SMOG  DUE 
02/20/18  RELEASE  OF  LIABILITY  (REG.  138)RECEIPT 
DATE:12/27/15  TRANSFER  DATE:10/16/15BUYERI 
EE  SELLER  SAME  AS  L/O 
ON  FILE  CLEARANCE  INFORMATION  RECOROS:OFFICE  WORK  DATE 
TECH/ID  SEQ  #  VALUE  FICHE  DATE  TTC  D36  03/15/12  06-0062 
00220,00  00/00/00  BOO  661  02/19/13  25  0027  00190.00  00/00/00 
HOO  144  01/04/13  11  8899  00190 "
Def730-CL20192911-042622_readable.pdf,timexy,4,02/10/14,"TIMEX3 type=""DATE"" value=""2014-10-02T00:00:00""","HEEB S00 :00/00/13  RCID:01/29/16  OCID:12/28/15 
LOCD;3  TYPE:11  POWR:G  VEH  :12  BODY:0  CLAS:BE  *-YR!15  REC 
STATUS:  01/19/16  SMOG  DUE  02/18/19  12/28/15  SALVAGED 
12/28/15  PREV:LIC  6YBL785  CLEARANCE  INFORMATION 
RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  #  VALUE  FICHE  DATE 
TTC  VDO  02/28/13  BZ  0021  00215.00  00/00/00  A00  RIB  02/10/14 
30  7439  00204.00  00/00/00  POT  RJ9  02/17/15  30  7163  00192.00 
00/00/00  POT  V61  10/19/15  GT  0380  00020,00  00/00/00  Noo  V61 
11/11/15  GT  0703  00031.00  00/00/00  KS0  652  12/08/15  C5 "
Def730-CL20192911-042622_readable.pdf,timexy,4,11/11/15,"TIMEX3 type=""DATE"" value=""2015-11-11T00:00:00""","HEEB S00 :00/00/13  RCID:01/29/16  OCID:12/28/15 
LOCD;3  TYPE:11  POWR:G  VEH  :12  BODY:0  CLAS:BE  *-YR!15  REC 
STATUS:  01/19/16  SMOG  DUE  02/18/19  12/28/15  SALVAGED 
12/28/15  PREV:LIC  6YBL785  CLEARANCE  INFORMATION 
RECORDS:OFFICE  WORK  DATE  TECH/ID  SEQ  #  VALUE  FICHE  DATE 
TTC  VDO  02/28/13  BZ  0021  00215.00  00/00/00  A00  RIB  02/10/14 
30  7439  00204.00  00/00/00  POT  RJ9  02/17/15  30  7163  00192.00 
00/00/00  POT  V61  10/19/15  GT  0380  00020,00  00/00/00  Noo  V61 
11/11/15  GT  0703  00031.00  00/00/00  KS0  652  12/08/15  C5 "
