label,page,text,id,surrounding_text
DATE,151,next day,,"     2          that correct? 
 
     3      A.  Correct, in addition to the facial injuries that I just 
     4          mentioned. 
 
     5      Q.  The facial injury being a swollen nose, was that? 
 
     6      A.  Uh-huh. 
 
     7      Q.  And I think ---- 
 
     8      A.  Yes. 
 
     9      Q.  And what else? 
 
    10      A.  And injury to her lip, a bloody lip. 
 
    11      Q.  Do you remember that you have said that her face was swollen 
    12          still the very next day? 
 
    13      A.  Sorry, was the question, do I remember it? 
 
    14      Q.  Yes.  Is it your recollection that her face was swollen the 
    15          very next day still? 
 
    16      A.  Yes, ma'am. 
 
    17      Q.  And that the laceration on her forehead and the swelling on 
    18          her nose had not gone away, they were still there; is that 
    19          correct? 
 
    20      A.  Yes.  Yes, that is correct. 
 "
DATE,151,next day,,"     2          that correct? 
 
     3      A.  Correct, in addition to the facial injuries that I just 
     4          mentioned. 
 
     5      Q.  The facial injury being a swollen nose, was that? 
 
     6      A.  Uh-huh. 
 
     7      Q.  And I think ---- 
 
     8      A.  Yes. 
 
     9      Q.  And what else? 
 
    10      A.  And injury to her lip, a bloody lip. 
 
    11      Q.  Do you remember that you have said that her face was swollen 
    12          still the very next day? 
 
    13      A.  Sorry, was the question, do I remember it? 
 
    14      Q.  Yes.  Is it your recollection that her face was swollen the 
    15          very next day still? 
 
    16      A.  Yes, ma'am. 
 
    17      Q.  And that the laceration on her forehead and the swelling on 
    18          her nose had not gone away, they were still there; is that 
    19          correct? 
 
    20      A.  Yes.  Yes, that is correct. 
 "
DATE,152,Christmas 2015,,A recently added incident: The Bahamas. Christmas 2015 
DATE,152,5          29th,,"P.1998 
 
2      Q.  Can you take file 2 out, please.  I am not going to take you 
     3          to a document just yet, but you have given an account in 
     4          evidence of an incident whereby Tara Roberts' partner had to, 
     5          in effect, take Mr. Depp away from you; is that what you were 
     6          saying? 
 
     7      A.  I believe my recollection is that towards the end of that 
     8          attack, Johnny only had me by the hair, and I was, there was a 
     9          bit of a scuffle trying to free myself from his grasp, and 
    10          they both approached us.  I think at the same time, and it is 
    11          my recollection that Tara leaned towards me and CJ, her 
    12          partner, leaned more towards Johnny and put his hands on 
    13          Johnny's chest or upper shoulders, and that, we had about two 
    14          feet of separation for a moment. 
 
    24      Q.  Can I ask you to go to page D229, please.  I am going to ask 
    25          you about what her account is. 
 
P.1999 
 
2      A.  All right. 
 
     3      Q.  Which she gave a statement to, and which was not challenged. 
     4          So let us have a look at paragraph 10:  ""During the evening of 
     5          29th December 2015, Johnny drove to the office alone in his 
     6          John Deer Gator.  He had said he just needed to get away from 
     7          Amber.  Shortly afterwards, Amber showed up to the office. 
     8          Amber started pleading with him to come back to the house, and 
     9          at that point I walked out of the office.  A few minutes later 
    10          I heard his vehicle start and I stepped outside.  Amber was 
    11          standing in front of the vehicle, screaming at him and 
    12          apparently not letting him get away by blocking his path. 
    13          Then she climbed into the vehicle.  He drove her back to their 
    14          house.  I got in my golf cart and went to the café, which is a 
    15          short distance from the house.  I called Christi Dembrowski, 
    16          Johnny's sister, as I was unsure how far this would go.  While 
    17          I could not hear what caused the fight, Amber repeatedly 
    18          berated him with increasing ferocity.  She was insulting him, 
    19          calling him names, and in the middle of this onslaught I heard 
    20          her specifically say 'Your career is over, no one is going to "
timexy,152,December 2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""","P.1998 
 
2      Q.  Can you take file 2 out, please.  I am not going to take you 
     3          to a document just yet, but you have given an account in 
     4          evidence of an incident whereby Tara Roberts' partner had to, 
     5          in effect, take Mr. Depp away from you; is that what you were 
     6          saying? 
 
     7      A.  I believe my recollection is that towards the end of that 
     8          attack, Johnny only had me by the hair, and I was, there was a 
     9          bit of a scuffle trying to free myself from his grasp, and 
    10          they both approached us.  I think at the same time, and it is 
    11          my recollection that Tara leaned towards me and CJ, her 
    12          partner, leaned more towards Johnny and put his hands on 
    13          Johnny's chest or upper shoulders, and that, we had about two 
    14          feet of separation for a moment. 
 
    24      Q.  Can I ask you to go to page D229, please.  I am going to ask 
    25          you about what her account is. 
 
P.1999 
 
2      A.  All right. 
 
     3      Q.  Which she gave a statement to, and which was not challenged. 
     4          So let us have a look at paragraph 10:  ""During the evening of 
     5          29th December 2015, Johnny drove to the office alone in his 
     6          John Deer Gator.  He had said he just needed to get away from 
     7          Amber.  Shortly afterwards, Amber showed up to the office. 
     8          Amber started pleading with him to come back to the house, and 
     9          at that point I walked out of the office.  A few minutes later 
    10          I heard his vehicle start and I stepped outside.  Amber was 
    11          standing in front of the vehicle, screaming at him and 
    12          apparently not letting him get away by blocking his path. 
    13          Then she climbed into the vehicle.  He drove her back to their 
    14          house.  I got in my golf cart and went to the café, which is a 
    15          short distance from the house.  I called Christi Dembrowski, 
    16          Johnny's sister, as I was unsure how far this would go.  While 
    17          I could not hear what caused the fight, Amber repeatedly 
    18          berated him with increasing ferocity.  She was insulting him, 
    19          calling him names, and in the middle of this onslaught I heard 
    20          her specifically say 'Your career is over, no one is going to "
DATE,153,about a year,,"    21          hire you, you're washed up, fat.  You will die a lonely man', 
    22          and also screaming things that were incomprehensible.  At some 
    23          point Johnny tried to leave again as they were now in the 
    24          parking lot.  He repeatedly asked for the key for the vehicle, 
    25          which she had taken out.  She refused to give it back to him 
P.2000 
 
     2          and which we later found in the house.  He was responding to 
     3          her verbal attacks by saying 'Go away and just leave me 
     4          alone'.  Amber's screaming and berating rose to a fever pitch 
     5          and Johnny continued to yell 'Go away and leave me alone'. 
    6          I asked Christi what I should do and she said I should keep an 
     7          eye on the situation as Amber's rage continued to escalate and 
     8          I described the scene to Christi.  She said that I needed to 
     9          intervene and I should go to Johnny's assistance.  I hung up 
    10          and immediately ran to the parking lot.  I saw Amber lunge at 
    11          Johnny, clawing, tugging and aggressively pulling him.  He 
    12          continued to stand there yelling at her to stop and leave him 
    13          alone.  When he stepped back to leave, her onslaught would 
    14          start again.  During the entire incident I never saw Johnny 
    15          hit Amber or push her back, nor did he physically react to the 
    16          attacks.  She would calm down and hug and apologise.  Then he 
    17          would say he needs to leave and it would start again.  Finally 
    18          I stepped between them.  She continued to reach for him but 
    19          maybe my presence stopped it.  I walked into the cafe and he 
    20          laid on the couch and that is when I saw that he now had a red 
    21          swelling gash on the bridge of his nose.  Amber, Johnny then 
    22          told me, had thrown a quart size can of lacquer thinner into 
    23          Johnny's face causing a gash.""  That is all true, is it not, 
    24          every single word? 
 
    25      A.  There are a few correct words in here that ""no one is ever 
 
P.2001 
 
2          going to hire you, you're washed up, and you will die"", those 
     3          are correct. 
 
     4      MR. JUSTICE NICOL:  Just a minute.  (Pause) That is correct as 
     5          something that you said to Mr. Depp? 
 
     6      THE WITNESS:  No.  It is correct in that it was said, that was 
     7          Johnny saying that to me.  Johnny from about a year on ---- 
 
     8      Q.  Where it is been attributed to you, it is wrong that it was 
     9          attributed to you, but it is right that those words were said, 
    10          but actually they were said by Mr. Depp? 
 
    11      A.  Yes.  He continued to say them to me throughout and even after 
    12          the divorce, as he continued to threaten my job.  Also, I did 
    13          throw a can of something, I am later told that it was mineral 
    14          spirits.  I threw it in Johnny's direction as I was running 
    15          away from him.  But as I was running away from him, I had my 
   16          back to him, so I do not know if it actually made contact with 
    17          him.  He just threatened my life, and sexually assaulted me, "
timexy,154,April 2016,"TIMEX3 type=""DATE"" value=""2016-04-01T00:00:00""","Incident 13: Ms Heard’s Birthday Dinner, April 2016 "
timexy,154,July 2016,"TIMEX3 type=""DATE"" value=""2016-07-01T00:00:00""","The evidence was that Mr Depp had come from a meeting, he may have smoked cannabis to 
calm  himself  but  Nurse  Erin’s  notes  made  clear  he  was  coherent,  sociable  on  arrival.  The 
recording which Ms Heard made of her meeting with Mr Depp in July 2016 contains Mr Depp’s 
impromptu account of what transpired that night as Ms Heard was furious that he was late for 
her birthday dinner, she ‘haymakered’ him. The violence was all one way and Ms Heard is 
attempting to deflect from her conduct by accusing Mr Depp of what she is guilty of. 
 "
timexy,156,17 years,"TIMEX3 type=""DURATION"" value=""P17Y""","    21          have to state and it is quite embarrassing -- apparently I had 
    22          made $650 million, and when I fired them for the right 
    23          reasons, I had not only lost the $650 million, but I was 
    24          $100 million in the hole because they had not paid the 
    25          government my taxes for 17 years. 
 
Page 716 
     2      Q.  So, as you say, a bad meeting? 
 
     3      A.  Very unpleasant and ugly, yes. 
 
     4      Q.  You were asked by Ms. Wass, after the meeting, given how you 
     5          said you were upset, if you had taken cannabis, and you said, 
     6          quite fairly, that you are not sure, but you may have taken 
     7          cannabis, I think you said? 
 
     8      A.  It is possible that from the meeting which was held at my 
     9          office in the conference room, that on my way down to 
    10          Ms. Heard's dinner, it is possible that I would have smoked 
    11          some cannabis in the car on the way. 
 
    12      Q.  If you had smoked some cannabis, what effect would it have had 
    13          on you?  Would it have made you angry or in a rage? 
 
    14      A.  No, it is a calming agent. 
 
Page 717 
2      Q.  You will see the second entry on that page of Nurse Burin's 
     3          notes.  She explains that on 21st April, ""Client invited ---- 
 
     4      MR. JUSTICE NICOL:  Sorry, this is dated 27th August, is it? 
 
     5      MR. SHERBORNE:  No, my Lord, it should be ---- 
 
     6      MR. JUSTICE NICOL:  I beg your pardon.  I have the wrong page. 
     7          Which page? 
 
     8      MR. SHERBORNE:  K210, my Lord. 
 
     9      MR. JUSTICE NICOL:  Just a moment.  (Pause) Yes, and the entry for 
    10          21st April 2016? 
 
    11      MR. SHERBORNE:  My Lord, yes.  Do you have that?  (Pause) 
 
    12      MR. JUSTICE NICOL:  Mr. Depp, do you have that? 
 
    13      A.  K210 at the bottom. 
 
    14      MR. SHERBORNE:  Yes. 
 
    15      A.  Yes, I do, thank you. 
 
    16      Q.  So, as you said, Nurse Burin was a friend of Ms. Heard's as 
    17          well as a nurse? 
 "
DATE,156,21st April,,"    21          have to state and it is quite embarrassing -- apparently I had 
    22          made $650 million, and when I fired them for the right 
    23          reasons, I had not only lost the $650 million, but I was 
    24          $100 million in the hole because they had not paid the 
    25          government my taxes for 17 years. 
 
Page 716 
     2      Q.  So, as you say, a bad meeting? 
 
     3      A.  Very unpleasant and ugly, yes. 
 
     4      Q.  You were asked by Ms. Wass, after the meeting, given how you 
     5          said you were upset, if you had taken cannabis, and you said, 
     6          quite fairly, that you are not sure, but you may have taken 
     7          cannabis, I think you said? 
 
     8      A.  It is possible that from the meeting which was held at my 
     9          office in the conference room, that on my way down to 
    10          Ms. Heard's dinner, it is possible that I would have smoked 
    11          some cannabis in the car on the way. 
 
    12      Q.  If you had smoked some cannabis, what effect would it have had 
    13          on you?  Would it have made you angry or in a rage? 
 
    14      A.  No, it is a calming agent. 
 
Page 717 
2      Q.  You will see the second entry on that page of Nurse Burin's 
     3          notes.  She explains that on 21st April, ""Client invited ---- 
 
     4      MR. JUSTICE NICOL:  Sorry, this is dated 27th August, is it? 
 
     5      MR. SHERBORNE:  No, my Lord, it should be ---- 
 
     6      MR. JUSTICE NICOL:  I beg your pardon.  I have the wrong page. 
     7          Which page? 
 
     8      MR. SHERBORNE:  K210, my Lord. 
 
     9      MR. JUSTICE NICOL:  Just a moment.  (Pause) Yes, and the entry for 
    10          21st April 2016? 
 
    11      MR. SHERBORNE:  My Lord, yes.  Do you have that?  (Pause) 
 
    12      MR. JUSTICE NICOL:  Mr. Depp, do you have that? 
 
    13      A.  K210 at the bottom. 
 
    14      MR. SHERBORNE:  Yes. 
 
    15      A.  Yes, I do, thank you. 
 
    16      Q.  So, as you said, Nurse Burin was a friend of Ms. Heard's as 
    17          well as a nurse? 
 "
DATE,156,27th August,,"    21          have to state and it is quite embarrassing -- apparently I had 
    22          made $650 million, and when I fired them for the right 
    23          reasons, I had not only lost the $650 million, but I was 
    24          $100 million in the hole because they had not paid the 
    25          government my taxes for 17 years. 
 
Page 716 
     2      Q.  So, as you say, a bad meeting? 
 
     3      A.  Very unpleasant and ugly, yes. 
 
     4      Q.  You were asked by Ms. Wass, after the meeting, given how you 
     5          said you were upset, if you had taken cannabis, and you said, 
     6          quite fairly, that you are not sure, but you may have taken 
     7          cannabis, I think you said? 
 
     8      A.  It is possible that from the meeting which was held at my 
     9          office in the conference room, that on my way down to 
    10          Ms. Heard's dinner, it is possible that I would have smoked 
    11          some cannabis in the car on the way. 
 
    12      Q.  If you had smoked some cannabis, what effect would it have had 
    13          on you?  Would it have made you angry or in a rage? 
 
    14      A.  No, it is a calming agent. 
 
Page 717 
2      Q.  You will see the second entry on that page of Nurse Burin's 
     3          notes.  She explains that on 21st April, ""Client invited ---- 
 
     4      MR. JUSTICE NICOL:  Sorry, this is dated 27th August, is it? 
 
     5      MR. SHERBORNE:  No, my Lord, it should be ---- 
 
     6      MR. JUSTICE NICOL:  I beg your pardon.  I have the wrong page. 
     7          Which page? 
 
     8      MR. SHERBORNE:  K210, my Lord. 
 
     9      MR. JUSTICE NICOL:  Just a moment.  (Pause) Yes, and the entry for 
    10          21st April 2016? 
 
    11      MR. SHERBORNE:  My Lord, yes.  Do you have that?  (Pause) 
 
    12      MR. JUSTICE NICOL:  Mr. Depp, do you have that? 
 
    13      A.  K210 at the bottom. 
 
    14      MR. SHERBORNE:  Yes. 
 
    15      A.  Yes, I do, thank you. 
 
    16      Q.  So, as you said, Nurse Burin was a friend of Ms. Heard's as 
    17          well as a nurse? 
 "
DATE,156,10          21st,,"    21          have to state and it is quite embarrassing -- apparently I had 
    22          made $650 million, and when I fired them for the right 
    23          reasons, I had not only lost the $650 million, but I was 
    24          $100 million in the hole because they had not paid the 
    25          government my taxes for 17 years. 
 
Page 716 
     2      Q.  So, as you say, a bad meeting? 
 
     3      A.  Very unpleasant and ugly, yes. 
 
     4      Q.  You were asked by Ms. Wass, after the meeting, given how you 
     5          said you were upset, if you had taken cannabis, and you said, 
     6          quite fairly, that you are not sure, but you may have taken 
     7          cannabis, I think you said? 
 
     8      A.  It is possible that from the meeting which was held at my 
     9          office in the conference room, that on my way down to 
    10          Ms. Heard's dinner, it is possible that I would have smoked 
    11          some cannabis in the car on the way. 
 
    12      Q.  If you had smoked some cannabis, what effect would it have had 
    13          on you?  Would it have made you angry or in a rage? 
 
    14      A.  No, it is a calming agent. 
 
Page 717 
2      Q.  You will see the second entry on that page of Nurse Burin's 
     3          notes.  She explains that on 21st April, ""Client invited ---- 
 
     4      MR. JUSTICE NICOL:  Sorry, this is dated 27th August, is it? 
 
     5      MR. SHERBORNE:  No, my Lord, it should be ---- 
 
     6      MR. JUSTICE NICOL:  I beg your pardon.  I have the wrong page. 
     7          Which page? 
 
     8      MR. SHERBORNE:  K210, my Lord. 
 
     9      MR. JUSTICE NICOL:  Just a moment.  (Pause) Yes, and the entry for 
    10          21st April 2016? 
 
    11      MR. SHERBORNE:  My Lord, yes.  Do you have that?  (Pause) 
 
    12      MR. JUSTICE NICOL:  Mr. Depp, do you have that? 
 
    13      A.  K210 at the bottom. 
 
    14      MR. SHERBORNE:  Yes. 
 
    15      A.  Yes, I do, thank you. 
 
    16      Q.  So, as you said, Nurse Burin was a friend of Ms. Heard's as 
    17          well as a nurse? 
 "
timexy,156,April 2016,"TIMEX3 type=""DATE"" value=""2016-04-01T00:00:00""","    21          have to state and it is quite embarrassing -- apparently I had 
    22          made $650 million, and when I fired them for the right 
    23          reasons, I had not only lost the $650 million, but I was 
    24          $100 million in the hole because they had not paid the 
    25          government my taxes for 17 years. 
 
Page 716 
     2      Q.  So, as you say, a bad meeting? 
 
     3      A.  Very unpleasant and ugly, yes. 
 
     4      Q.  You were asked by Ms. Wass, after the meeting, given how you 
     5          said you were upset, if you had taken cannabis, and you said, 
     6          quite fairly, that you are not sure, but you may have taken 
     7          cannabis, I think you said? 
 
     8      A.  It is possible that from the meeting which was held at my 
     9          office in the conference room, that on my way down to 
    10          Ms. Heard's dinner, it is possible that I would have smoked 
    11          some cannabis in the car on the way. 
 
    12      Q.  If you had smoked some cannabis, what effect would it have had 
    13          on you?  Would it have made you angry or in a rage? 
 
    14      A.  No, it is a calming agent. 
 
Page 717 
2      Q.  You will see the second entry on that page of Nurse Burin's 
     3          notes.  She explains that on 21st April, ""Client invited ---- 
 
     4      MR. JUSTICE NICOL:  Sorry, this is dated 27th August, is it? 
 
     5      MR. SHERBORNE:  No, my Lord, it should be ---- 
 
     6      MR. JUSTICE NICOL:  I beg your pardon.  I have the wrong page. 
     7          Which page? 
 
     8      MR. SHERBORNE:  K210, my Lord. 
 
     9      MR. JUSTICE NICOL:  Just a moment.  (Pause) Yes, and the entry for 
    10          21st April 2016? 
 
    11      MR. SHERBORNE:  My Lord, yes.  Do you have that?  (Pause) 
 
    12      MR. JUSTICE NICOL:  Mr. Depp, do you have that? 
 
    13      A.  K210 at the bottom. 
 
    14      MR. SHERBORNE:  Yes. 
 
    15      A.  Yes, I do, thank you. 
 
    16      Q.  So, as you said, Nurse Burin was a friend of Ms. Heard's as 
    17          well as a nurse? 
 "
DATE,157,the second day in,,"Page 717 
    25      Q.  And the nurse says this: ""I arrived with client's UK 
 
Page 718 
2          assistant"", if your Lordship notes that, "".... arrived with 
     3          the client's UK assistant, Savannah, at nine o'clock.  The 
     4          client was socialising with friends"" upon Ms. Burin's arrival. 
     5          ""She appeared irritable and upset.""  She reports being angry 
     6          with husband because he is late and then Nurse Burin provided 
     7          reassurance that he would arrive and encouraged her to 
     8          distract herself by socialising with friends.  Then you will 
     9          see she appears to laugh, but her mood turns to depressed and 
    10          flat when she is alone.  Then she says she cannot believe that 
    11          you are not there yet and so on. 
    12                Then you arrive.  Can you see, ""Client's husband, JD, 
    13          arrives at 10.15.""  Then it says this.  You appear in good 
    14          spirits, you greet her guests, and during dinner you and 
    15          Ms. Heard sit next to each another.  You appear affectionate 
    16          towards one another and then you socialise with Ms. Burin for 
    17          about 45 minutes.  She says you appear coherent, oriented and 
    18          sociable.  Does that reflect your recollection of how you 
    19          were? 
 
    20      A.  Yes. 
 
Page 719 
 
    17      Q.  Can I take you back to that transcript, which should be in 
    18          file 5, and it is 161N.  It is the secret recording Ms. Heard 
    19          did of your meeting on the second day in July 2016 in the 
    20          hotel room in San Francisco. 
 
Page 720 
     4      MR. SHERBORNE:  We are.  It is internal page 14 for me, but I will 
     5          give you the reference.  (Pause) I do not know if you have got 
     6          references at the bottom.  Yes, it is F1009 -- do you have 
     7          internal pages at the bottom? 
… 
    12          quite sensitive on the electronic bundle.  There we go, it is 
    13          on page F1009.23.  Do you have that? 
 
    14      A.  I do. 
 
    15      Q.  And do you see, round about the first hole punch, I hope it 
    16          is, that you are saying, ""I don't want a divorce""? 
 
    17      A.  Yes. 
 
    18      Q.  ""I don't want a divorce.  I never wanted a fucking divorce.  I 
    19          never wanted a divorce.  I didn't want you to fucking go to 
    20          Coachella without fucking talking to me because I left you 
    21          because you fucking haymakered me, man.  You came around the 
    22          bed to fucking start punching on me.""  Can you explained what 
    23          ""haymakered"" means, Mr. Depp? 
 "
timexy,157,July 2016,"TIMEX3 type=""DATE"" value=""2016-07-01T00:00:00""","Page 717 
    25      Q.  And the nurse says this: ""I arrived with client's UK 
 
Page 718 
2          assistant"", if your Lordship notes that, "".... arrived with 
     3          the client's UK assistant, Savannah, at nine o'clock.  The 
     4          client was socialising with friends"" upon Ms. Burin's arrival. 
     5          ""She appeared irritable and upset.""  She reports being angry 
     6          with husband because he is late and then Nurse Burin provided 
     7          reassurance that he would arrive and encouraged her to 
     8          distract herself by socialising with friends.  Then you will 
     9          see she appears to laugh, but her mood turns to depressed and 
    10          flat when she is alone.  Then she says she cannot believe that 
    11          you are not there yet and so on. 
    12                Then you arrive.  Can you see, ""Client's husband, JD, 
    13          arrives at 10.15.""  Then it says this.  You appear in good 
    14          spirits, you greet her guests, and during dinner you and 
    15          Ms. Heard sit next to each another.  You appear affectionate 
    16          towards one another and then you socialise with Ms. Burin for 
    17          about 45 minutes.  She says you appear coherent, oriented and 
    18          sociable.  Does that reflect your recollection of how you 
    19          were? 
 
    20      A.  Yes. 
 
Page 719 
 
    17      Q.  Can I take you back to that transcript, which should be in 
    18          file 5, and it is 161N.  It is the secret recording Ms. Heard 
    19          did of your meeting on the second day in July 2016 in the 
    20          hotel room in San Francisco. 
 
Page 720 
     4      MR. SHERBORNE:  We are.  It is internal page 14 for me, but I will 
     5          give you the reference.  (Pause) I do not know if you have got 
     6          references at the bottom.  Yes, it is F1009 -- do you have 
     7          internal pages at the bottom? 
… 
    12          quite sensitive on the electronic bundle.  There we go, it is 
    13          on page F1009.23.  Do you have that? 
 
    14      A.  I do. 
 
    15      Q.  And do you see, round about the first hole punch, I hope it 
    16          is, that you are saying, ""I don't want a divorce""? 
 
    17      A.  Yes. 
 
    18      Q.  ""I don't want a divorce.  I never wanted a fucking divorce.  I 
    19          never wanted a divorce.  I didn't want you to fucking go to 
    20          Coachella without fucking talking to me because I left you 
    21          because you fucking haymakered me, man.  You came around the 
    22          bed to fucking start punching on me.""  Can you explained what 
    23          ""haymakered"" means, Mr. Depp? 
 "
DATE,161,DAY 7,,DAY 7 (Cross-examination of Kevin Murphy) 
DATE,161,a very busy day,," 
P.1185 
 
23      Q.  Going back to your text from Ms. Vargas with the photographs 
    24          of faeces on the bed, you reported that to Mr. Depp; is that 
    25          correct? 
 
P.1186 
 
2      A.  I believe at the time Johnny was busy, had a very busy day, or 
     3          the day after and I sent the photographs to the security 
     4          person that was with him, Sean Bett, and then Sean showed 
     5          Johnny. 
 
     6      Q.  You said in your witness statement about this:  ""I remember 
     7          him"" -- that is Mr. Depp -- ""being sullen and disgusted."" 
 
     8      A.  Yes. 
 
     9      Q.  Is that the truth? 
 
    10      A.  Yes. 
 
P.1187 (having been taken to text messages about the matter) 
 
17      Q.  In fact, it appears from those texts that Mr. Depp found the 
    18          subject quite amusing.  Do you agree? 
 
    19      A.  I believe he was being sarcastic.  I would not agree with 
    20          that, no. 
 
 
P.1188 
 
    14      Q.  Now, your witness statement suggests that on 12th May, you had 
    15          a telephone call from Ms. Heard that she was angry.  She 
    16          referred to the picture of the faeces and she said it was just 
    17          a harmless prank? 
 
    18      A.  Yes. 
 
    19      Q.  That conversation never took place? 
 
    20      A.  I can assure you that it did. 
 
    21      Q.  And this detail of the case has been an attempt to make 
    22          Ms. Heard appear disgusting and absurd in the public eye. "
DATE,161,12th May,," 
P.1185 
 
23      Q.  Going back to your text from Ms. Vargas with the photographs 
    24          of faeces on the bed, you reported that to Mr. Depp; is that 
    25          correct? 
 
P.1186 
 
2      A.  I believe at the time Johnny was busy, had a very busy day, or 
     3          the day after and I sent the photographs to the security 
     4          person that was with him, Sean Bett, and then Sean showed 
     5          Johnny. 
 
     6      Q.  You said in your witness statement about this:  ""I remember 
     7          him"" -- that is Mr. Depp -- ""being sullen and disgusted."" 
 
     8      A.  Yes. 
 
     9      Q.  Is that the truth? 
 
    10      A.  Yes. 
 
P.1187 (having been taken to text messages about the matter) 
 
17      Q.  In fact, it appears from those texts that Mr. Depp found the 
    18          subject quite amusing.  Do you agree? 
 
    19      A.  I believe he was being sarcastic.  I would not agree with 
    20          that, no. 
 
 
P.1188 
 
    14      Q.  Now, your witness statement suggests that on 12th May, you had 
    15          a telephone call from Ms. Heard that she was angry.  She 
    16          referred to the picture of the faeces and she said it was just 
    17          a harmless prank? 
 
    18      A.  Yes. 
 
    19      Q.  That conversation never took place? 
 
    20      A.  I can assure you that it did. 
 
    21      Q.  And this detail of the case has been an attempt to make 
    22          Ms. Heard appear disgusting and absurd in the public eye. "
timexy,162,December 2019,"TIMEX3 type=""DATE"" value=""2019-12-01T00:00:00""","Mr Muphy has no reason to lie for Mr Depp  
 
P.1206 
      7   It is suggested by 
     8          Ms. Wass on a number of occasions that you have lied in your 
     9          witness statement.  In December 2019, which is the date of 
    10          your first witness statement, were you working for Mr. Depp 
    11          still or not? 
 
    12      A.  What was the year, sorry? 
 
    13      Q.  December 2019. 
 
    14      A.  I was not. 
 
    15      Q.  To be fair to you, I think in your witness statement you say 
    16          you stopped, you parted company with Mr. Depp in August 2016; 
    17          is that correct or not? 
 
    18      A.  That is correct. 
 
    19      Q.  In relation to your second witness statement, on 23rd June 
    20          2020, were you working for Mr. Depp, or doing anything for 
    21          Mr. Depp at that time? 
 
    22      A.  I was not. 
 
    23      Q.  Mr. Murphy, the final question: did you have to come here to 
    24          give evidence for Mr. Depp and be accused of lying on oath by 
    25          Ms. Wass? 
 
P.1207 
 
  2      A.  I definitely did not have to come here. 
 "
DATE,162,the year,,"Mr Muphy has no reason to lie for Mr Depp  
 
P.1206 
      7   It is suggested by 
     8          Ms. Wass on a number of occasions that you have lied in your 
     9          witness statement.  In December 2019, which is the date of 
    10          your first witness statement, were you working for Mr. Depp 
    11          still or not? 
 
    12      A.  What was the year, sorry? 
 
    13      Q.  December 2019. 
 
    14      A.  I was not. 
 
    15      Q.  To be fair to you, I think in your witness statement you say 
    16          you stopped, you parted company with Mr. Depp in August 2016; 
    17          is that correct or not? 
 
    18      A.  That is correct. 
 
    19      Q.  In relation to your second witness statement, on 23rd June 
    20          2020, were you working for Mr. Depp, or doing anything for 
    21          Mr. Depp at that time? 
 
    22      A.  I was not. 
 
    23      Q.  Mr. Murphy, the final question: did you have to come here to 
    24          give evidence for Mr. Depp and be accused of lying on oath by 
    25          Ms. Wass? 
 
P.1207 
 
  2      A.  I definitely did not have to come here. 
 "
timexy,162,December 2019,"TIMEX3 type=""DATE"" value=""2019-12-01T00:00:00""","Mr Muphy has no reason to lie for Mr Depp  
 
P.1206 
      7   It is suggested by 
     8          Ms. Wass on a number of occasions that you have lied in your 
     9          witness statement.  In December 2019, which is the date of 
    10          your first witness statement, were you working for Mr. Depp 
    11          still or not? 
 
    12      A.  What was the year, sorry? 
 
    13      Q.  December 2019. 
 
    14      A.  I was not. 
 
    15      Q.  To be fair to you, I think in your witness statement you say 
    16          you stopped, you parted company with Mr. Depp in August 2016; 
    17          is that correct or not? 
 
    18      A.  That is correct. 
 
    19      Q.  In relation to your second witness statement, on 23rd June 
    20          2020, were you working for Mr. Depp, or doing anything for 
    21          Mr. Depp at that time? 
 
    22      A.  I was not. 
 
    23      Q.  Mr. Murphy, the final question: did you have to come here to 
    24          give evidence for Mr. Depp and be accused of lying on oath by 
    25          Ms. Wass? 
 
P.1207 
 
  2      A.  I definitely did not have to come here. 
 "
timexy,162,August 2016,"TIMEX3 type=""DATE"" value=""2016-08-01T00:00:00""","Mr Muphy has no reason to lie for Mr Depp  
 
P.1206 
      7   It is suggested by 
     8          Ms. Wass on a number of occasions that you have lied in your 
     9          witness statement.  In December 2019, which is the date of 
    10          your first witness statement, were you working for Mr. Depp 
    11          still or not? 
 
    12      A.  What was the year, sorry? 
 
    13      Q.  December 2019. 
 
    14      A.  I was not. 
 
    15      Q.  To be fair to you, I think in your witness statement you say 
    16          you stopped, you parted company with Mr. Depp in August 2016; 
    17          is that correct or not? 
 
    18      A.  That is correct. 
 
    19      Q.  In relation to your second witness statement, on 23rd June 
    20          2020, were you working for Mr. Depp, or doing anything for 
    21          Mr. Depp at that time? 
 
    22      A.  I was not. 
 
    23      Q.  Mr. Murphy, the final question: did you have to come here to 
    24          give evidence for Mr. Depp and be accused of lying on oath by 
    25          Ms. Wass? 
 
P.1207 
 
  2      A.  I definitely did not have to come here. 
 "
