file,label,page,text,id,surrounding_text,link
11.pdf,DATE,47,5 2014,,"1 2013, Los Angeles, California.""                            02:58
2           Then on page 2, it says, ""March 8, 2013,
3 Los Angeles, California.""
4           Later on that same page, page 2, ""May 24,
5 2014, flight from Boston, Massachusetts, to                02:58
6 Los Angeles, California.""
7           Were you later, once you had started to
8 date Rocky, made aware of any of those incidents?
9       A   The only one would be the -- the flight
10 from Boston.                                               02:58
11       Q   Okay.  And how did you become aware of
12 that?
13       A   I honestly couldn't tell you the exact
14 circumstance that predicated it, and honestly, I
15 couldn't tell you whether it was early on in the           02:58
16 relationship or whether it came up following that
17 final May 21st incident.
18           I'm -- I'm trying to take myself out of
19 it, because, obviously, reading the context adds
20 information to it.  The only thing that I really was       02:59
21 told at that time was that they had had an argument.
22 It was related to one of her projects and that at a
23 certain point, he kicked her.
24           And it was in -- one of the few incidents
25 that actually happened in front of people that             02:59
Page 157",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=47
11.pdf,DATE,47,May 21st,,"1 2013, Los Angeles, California.""                            02:58
2           Then on page 2, it says, ""March 8, 2013,
3 Los Angeles, California.""
4           Later on that same page, page 2, ""May 24,
5 2014, flight from Boston, Massachusetts, to                02:58
6 Los Angeles, California.""
7           Were you later, once you had started to
8 date Rocky, made aware of any of those incidents?
9       A   The only one would be the -- the flight
10 from Boston.                                               02:58
11       Q   Okay.  And how did you become aware of
12 that?
13       A   I honestly couldn't tell you the exact
14 circumstance that predicated it, and honestly, I
15 couldn't tell you whether it was early on in the           02:58
16 relationship or whether it came up following that
17 final May 21st incident.
18           I'm -- I'm trying to take myself out of
19 it, because, obviously, reading the context adds
20 information to it.  The only thing that I really was       02:59
21 told at that time was that they had had an argument.
22 It was related to one of her projects and that at a
23 certain point, he kicked her.
24           And it was in -- one of the few incidents
25 that actually happened in front of people that             02:59
Page 157",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=47
11.pdf,timexy,48,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""","10           MR. CHEW:  Move to --                            02:59
11           THE WITNESS:  And I'm trying not to parse
12 it into what's written.
13           MR. CHEW:  Move to strike.  Multiple
14 hearsay; lacks personal knowledge.
15 BY MS. KAPLAN:                                             03:00
16       Q   Who told you that?
17       A   If memory serves, it was Raquel.
18       Q   And --
19           MR. CHEW:  Move to strike.  Hearsay.
20 BY MS. KAPLAN:                                             03:00
21       Q   And you say you don't recall exactly when
22 you became aware of -- let's call it the -- the
23 plane incident.  Are you -- and then you said it
24 could even have been as late as May 21.
25       A   Somewhere afterwards, yes.                       03:00",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=48
11.pdf,timexy,48,15 years,"TIMEX3 type=""DURATION"" value=""P15Y""","24 who's been sober for 15 years, so I reached out to",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=48
11.pdf,DATE,48,the last year,,2 you weren't told that within the last year?,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=48
11.pdf,timexy,48,August 2014,"TIMEX3 type=""DATE"" value=""2014-08-01T00:00:00""","22 paragraph 9.  It says, ""August 2014, Bahamas.""",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=48
11.pdf,timexy,48,December 17,"TIMEX3 type=""DATE"" value=""2017-12-01T00:00:00""","22 this affidavit on page 3.  It says, ""December 17,",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=48
11.pdf,DATE,48,23 2014,,"23 2014, Los Angeles.""",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=48
11.pdf,timexy,49,March 2015,"TIMEX3 type=""DATE"" value=""2015-03-01T00:00:00""","9       Q   Okay.  ""March 2015, Australia.""  Sitting",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=49
11.pdf,timexy,49,March 2015,"TIMEX3 type=""DATE"" value=""2015-03-01T00:00:00""","9       Q   Okay.  ""March 2015, Australia.""  Sitting",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=49
11.pdf,timexy,50,"March 12, 2015","TIMEX3 type=""DATE"" value=""2015-03-12T00:00:00""","20       Q   Okay.  And it's dated March 12, 2015;            03:08",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=50
11.pdf,DATE,50,this day,,"1 on this day, March 12, 2015?                               03:08
2       A   No.
3       Q   Okay.  In the top text, Ms. Heard says to
4 you:
5           ""Hey, there"" -- and I'm just reading from        03:08
6           the text -- ""I just wanted to say thank
7           you for sharing Rocky with me so much the
8           past few days.  I have been going through
9           a really tough time, unbearably rough at
10           times, and wouldn't be able to get through       03:09
11           it without her.
12           ""And I know it has been taking time from
13           you.  I'm so sorry for that.  I want you
14           to know how much that means to me and how
15           much I appreciate you being so fucking           03:09
16           generous and supportive and sweet.  It's
17           not lost on me.  Thank you so much from
18           the bottom of my heart.""
19           Sitting here today, does anything about
20 this text refresh your recollections -- your               03:09
21 recollection of texts that you -- or communications
22 you had with Ms. Heard after they returned from
23 Australia?
24       A   Not particularly.
25       Q   Okay.  Do you, sitting here today, recall        03:09
Page 167",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=50
11.pdf,timexy,50,"March 12, 2015","TIMEX3 type=""DATE"" value=""2015-03-12T00:00:00""","20       Q   Okay.  And it's dated March 12, 2015;            03:08",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=50
11.pdf,timexy,50,January 2015,"TIMEX3 type=""DATE"" value=""2015-01-01T00:00:00""","1 I'm going to go back a little bit to January 2015,         03:12",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=50
11.pdf,DATE,50,this week,,"20 production from this week, and you haven't produced        03:12",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=50
11.pdf,DATE,50,this week,,"20 production from this week, and you haven't produced        03:12",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=50
11.pdf,timexy,51,March 2015,"TIMEX3 type=""DATE"" value=""2015-03-01T00:00:00""","10       A   Okay.                                            03:16
11       Q   The declaration.
12           The next incident that's described is on
13 page 6.  It says, at the top, ""March 2015,
14 Los Angeles.""
15           And, again, keeping in mind the same             03:16
16 instruction I gave you earlier, Mr. Drew, separate
17 and apart from whatever you may have learned from
18 reading this document, did you know about this event
19 prior to the deposition?
20       A   I don't have any recollection of this            03:16
21 event.
22       Q   Okay.  Same thing for the next one, which
23 is just a small paragraph where it says, ""August
24 2015, Thailand and Malaysia.""
25       A   Only thing I know is that they did take          03:17",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=51
11.pdf,timexy,51,"August
24 2015","TIMEX3 type=""DATE"" value=""2015-08-24T00:00:00""","10       A   Okay.                                            03:16
11       Q   The declaration.
12           The next incident that's described is on
13 page 6.  It says, at the top, ""March 2015,
14 Los Angeles.""
15           And, again, keeping in mind the same             03:16
16 instruction I gave you earlier, Mr. Drew, separate
17 and apart from whatever you may have learned from
18 reading this document, did you know about this event
19 prior to the deposition?
20       A   I don't have any recollection of this            03:16
21 event.
22       Q   Okay.  Same thing for the next one, which
23 is just a small paragraph where it says, ""August
24 2015, Thailand and Malaysia.""
25       A   Only thing I know is that they did take          03:17",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=51
11.pdf,DATE,51,Thanksgiving 2015,,"4 essentially Thanksgiving 2015, in Los Angeles.  Same",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=51
11.pdf,timexy,51,"December 15, 2015","TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""","8       Q   ""December 15, 2015, Los Angeles,""",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=51
11.pdf,DATE,52,that day,,5 what you recall seeing that day?                           03:21,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=52
11.pdf,timexy,53,20 day,"TIMEX3 type=""DURATION"" value=""P20D""",20 day?                                                       03:23,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=53
11.pdf,timexy,53,"December 15, 2015","TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""","1 December 15, 2015, do you think she was lying to           03:25",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=53
11.pdf,DATE,53,next day,,25 next day.  I don't remember who exactly.  I want to        03:26,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=53
11.pdf,DATE,54,that day,,3 Ms. Heard's face that day?,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=54
11.pdf,DATE,54,that day,,3 Ms. Heard's face that day?,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=54
11.pdf,DATE,54,that day,,3 Ms. Heard's face that day?,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=54
11.pdf,DATE,54,that day,,3 Ms. Heard's face that day?,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=54
11.pdf,DATE,55,that day,,"10 BY MS. KAPLAN:                                             03:30
11       Q   Did you personally observe that day this
12 injury on Ms. Heard's face --
13       A   I did.
14       Q   -- on December -- in December 2015?
15       A   I did.                                           03:30
16       Q   Thank you.
17           And you said before, you were there when
18 Ms. Pennington was taking the photos?
19       A   Yes.
20       Q   Was there any discussion -- well,                03:30
21 withdrawn.
22           There's a couple more photos in there.  It
23 looks like there's a busted lip.  Do you see those
24 photos?
25       A   Yes.                                             03:31",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=55
11.pdf,timexy,55,December 2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""","10 BY MS. KAPLAN:                                             03:30
11       Q   Did you personally observe that day this
12 injury on Ms. Heard's face --
13       A   I did.
14       Q   -- on December -- in December 2015?
15       A   I did.                                           03:30
16       Q   Thank you.
17           And you said before, you were there when
18 Ms. Pennington was taking the photos?
19       A   Yes.
20       Q   Was there any discussion -- well,                03:30
21 withdrawn.
22           There's a couple more photos in there.  It
23 looks like there's a busted lip.  Do you see those
24 photos?
25       A   Yes.                                             03:31",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=55
11.pdf,DATE,55,that day,,"10 BY MS. KAPLAN:                                             03:30
11       Q   Did you personally observe that day this
12 injury on Ms. Heard's face --
13       A   I did.
14       Q   -- on December -- in December 2015?
15       A   I did.                                           03:30
16       Q   Thank you.
17           And you said before, you were there when
18 Ms. Pennington was taking the photos?
19       A   Yes.
20       Q   Was there any discussion -- well,                03:30
21 withdrawn.
22           There's a couple more photos in there.  It
23 looks like there's a busted lip.  Do you see those
24 photos?
25       A   Yes.                                             03:31",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=55
11.pdf,DATE,55,that day,,"10 BY MS. KAPLAN:                                             03:30
11       Q   Did you personally observe that day this
12 injury on Ms. Heard's face --
13       A   I did.
14       Q   -- on December -- in December 2015?
15       A   I did.                                           03:30
16       Q   Thank you.
17           And you said before, you were there when
18 Ms. Pennington was taking the photos?
19       A   Yes.
20       Q   Was there any discussion -- well,                03:30
21 withdrawn.
22           There's a couple more photos in there.  It
23 looks like there's a busted lip.  Do you see those
24 photos?
25       A   Yes.                                             03:31",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=55
11.pdf,timexy,55,10 day,"TIMEX3 type=""DURATION"" value=""P10D""","10 day or the next morning, but I do know, from being         03:33",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=55
11.pdf,DATE,56,that day,,"1 talking about, and there are two photos attached,          04:03
2 and I'm just going to ask you if you -- if those
3 photos refresh your recollection in any way about
4 the -- the events of that day.
5       A   I don't recall these photos.  I don't            04:03
6 recall ever having seen them either.
7       Q   Okay.
8           MR. CHEW:  May we have a copy of
9 Exhibit 12, please?",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=56
11.pdf,DATE,56,that day,,"1 talking about, and there are two photos attached,          04:03
2 and I'm just going to ask you if you -- if those
3 photos refresh your recollection in any way about
4 the -- the events of that day.
5       A   I don't recall these photos.  I don't            04:03
6 recall ever having seen them either.
7       Q   Okay.
8           MR. CHEW:  May we have a copy of
9 Exhibit 12, please?",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=56
11.pdf,DATE,56,"this

7 now",,,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=56
11.pdf,DATE,56,This week,,16 going out?  This week.,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=56
11.pdf,DATE,57,3 December,,"1 be around.                                                 04:09
2       Q   At the end of this declaration about the
3 December incident --
4       A   What page?
5       Q   Page 9.  I'm sorry.                              04:09
6           Ms. Heard references a visit to
7 Dr. Kipper's office to get a concussion check.  Do
8 you ever recall learning about that?
9       A   Honestly, I don't know what actually",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=57
11.pdf,timexy,57,"April 21, 2016","TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""","10 transpired.  I know that after the fact, they had          04:09
11 made a call to one of the nurses.  I don't remember
12 whether it was Aaron or whether it was the other
13 one, whose name escapes me, to do a concussion check
14 over the phone, and they talked about her going to
15 see Dr. Kipper, but I don't actually know what             04:09
16 happened after the fact.
17           MR. CHEW:  Move to strike.  Lack of
18 personal knowledge by the witness's own admission.
19 BY MS. KAPLAN:
20       Q   I'm going to turn now to the incident on         04:10
21 April 21, 2016 in connection with Ms. Heard's
22 birthday party.  I think it was a 30th birthday
23 party.
24           And there's been a lot of -- today a lot
25 of kind of disjointed -- and that -- that's -- no          04:10",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=57
11.pdf,DATE,58,"the next

7",,,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=58
11.pdf,DATE,58,that day,,"1 one is to blame for that -- kind of disjointed             04:10
2 questions and answers by -- at various points in
3 time, and what I'd like, if you can, Mr. Drew, is
4 for you to tell me in your own words, again,
5 separate and apart from anything that's in                 04:10
6 Ms. Heard's declaration, what you recall happening
7 that day and what you did, saw, and observed.
8       A   So if memory serves, it was Amber's 30th
9 birthday.  She wanted to have a dinner party at",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=58
11.pdf,DATE,59,a couple weeks later,,"11 because there was a story a couple weeks later that,",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=59
11.pdf,timexy,59,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""",22 of the declaration.  Let's go to the May 21,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=59
11.pdf,DATE,59,June 7,,24 which is from June 7.,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=59
11.pdf,DATE,59,the day,,"1       A   In perpetuity.                                   04:16
2       Q   When you say ""in perpetuity,"" what do you
3 mean?
4       A   It's pretty much constant.  I have cleaned
5 up my fair share in that apartment.                        04:16
6       Q   And I think you testified that the dogs
7 weren't trained to only poop on the sidewalk.
8       A   They weren't trained at all.  They had
9 their run, and they'd be left at home for large
10 portions of the day sometimes and -- if there was          04:17
11 nobody there to take care of them.
12           And at some point, they -- there was pee
13 and poop on everything; couches, sofas, chairs, the
14 bed, you name it.
15       Q   Did you -- putting aside the cleaning up         04:17
16 of the pee and the poop, did you and Rocky have any
17 role in kind of helping to take care of the dog?
18       A   Sure.
19       Q   And what did you do?
20       A   On the -- on occasion, when -- sometimes         04:17
21 the -- the dogs would be left with us for a couple
22 days at a time.  When they were taking a short trip
23 and just needed somebody to watch them, we would
24 gladly do it.
25           Other times when, you know, they weren't         04:17
Page 203",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=59
11.pdf,timexy,59,22 days,"TIMEX3 type=""DURATION"" value=""P22D""","1       A   In perpetuity.                                   04:16
2       Q   When you say ""in perpetuity,"" what do you
3 mean?
4       A   It's pretty much constant.  I have cleaned
5 up my fair share in that apartment.                        04:16
6       Q   And I think you testified that the dogs
7 weren't trained to only poop on the sidewalk.
8       A   They weren't trained at all.  They had
9 their run, and they'd be left at home for large
10 portions of the day sometimes and -- if there was          04:17
11 nobody there to take care of them.
12           And at some point, they -- there was pee
13 and poop on everything; couches, sofas, chairs, the
14 bed, you name it.
15       Q   Did you -- putting aside the cleaning up         04:17
16 of the pee and the poop, did you and Rocky have any
17 role in kind of helping to take care of the dog?
18       A   Sure.
19       Q   And what did you do?
20       A   On the -- on occasion, when -- sometimes         04:17
21 the -- the dogs would be left with us for a couple
22 days at a time.  When they were taking a short trip
23 and just needed somebody to watch them, we would
24 gladly do it.
25           Other times when, you know, they weren't         04:17
Page 203",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=59
11.pdf,timexy,59,1 April 21,"TIMEX3 type=""DATE"" value=""2021-04-01T00:00:00""","1 April 21.  I would like it, Mr. Drew, if you could         04:19",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=59
11.pdf,DATE,59,the next day,,"10 show the next day, and the plan was for her and her        04:19",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=59
11.pdf,DATE,59,the day,,"1       A   In perpetuity.                                   04:16
2       Q   When you say ""in perpetuity,"" what do you
3 mean?
4       A   It's pretty much constant.  I have cleaned
5 up my fair share in that apartment.                        04:16
6       Q   And I think you testified that the dogs
7 weren't trained to only poop on the sidewalk.
8       A   They weren't trained at all.  They had
9 their run, and they'd be left at home for large
10 portions of the day sometimes and -- if there was          04:17
11 nobody there to take care of them.
12           And at some point, they -- there was pee
13 and poop on everything; couches, sofas, chairs, the
14 bed, you name it.
15       Q   Did you -- putting aside the cleaning up         04:17
16 of the pee and the poop, did you and Rocky have any
17 role in kind of helping to take care of the dog?
18       A   Sure.
19       Q   And what did you do?
20       A   On the -- on occasion, when -- sometimes         04:17
21 the -- the dogs would be left with us for a couple
22 days at a time.  When they were taking a short trip
23 and just needed somebody to watch them, we would
24 gladly do it.
25           Other times when, you know, they weren't         04:17
Page 203",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=59
11.pdf,DATE,59,almost a month,,"22 had not spoken in almost a month, since the",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=59
11.pdf,DATE,61,PH 1,,11 them or whether I went into PH 1.,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=61
11.pdf,timexy,64,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""",14       A   May 21.,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=64
11.pdf,timexy,64,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""",14       A   May 21.,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=64
11.pdf,timexy,64,2 May 21,"TIMEX3 type=""DATE"" value=""2021-05-02T00:00:00""","1       Q   And is this image of Ms. Heard's face on         04:53
2 May 21 consistent with your recollection of what her
3 face looked like?
4       A   Yes.
5       Q   And am I correct that unlike -- it's a           04:53
6 little hard to see because there's shadow on the
7 right, but unlike the prior incident that we looked
8 at where there were photos here, the injury looks
9 like it's mostly on one side.",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=64
11.pdf,timexy,65,20 May 21,"TIMEX3 type=""DATE"" value=""2021-05-20T00:00:00""","1 wall?                                                      04:55
2       A   It's going to be objected, but my
3 understanding was that it was Johnny.
4           MR. CHEW:  Move to strike.  Lack of
5 foundation; hearsay.                                       04:55
6 BY MS. KAPLAN:
7       Q   We're trying to get you ready for law
8 school.
9           MR. CHEW:  It's kind of first-year -- it's
10 first-year law school.  It's not even third-year law       04:55
11 school.
12 BY MS. KAPLAN:
13       Q   It's hard to see in the -- in the
14 pictures, but was -- were some of the glass frames
15 broken when you took the photos?                           04:55
16       A   I honestly don't recall.
17       Q   Okay.  Let's go to the next photo where
18 it's clearer.
19           Do you recall seeing this on the night of
20 May 21?                                                    04:55
21       A   Yes.  This is on the column in PH 5 going
22 up the stairs.
23       Q   And there, there -- the glass on the
24 pictures were shattered?
25       A   Yes.                                             04:56",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=65
11.pdf,DATE,66,Drew 13,,"25 generally that we've looked at in Drew 13, was there       05:01",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=66
11.pdf,DATE,67,18 16,,18 16?,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=67
11.pdf,DATE,67,May 22nd,,2 the day of May 22nd.,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=67
11.pdf,DATE,67,that day,,5 in Drew 14 were taken on that day.                         05:06,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=67
11.pdf,DATE,67,the next day,,15 of how Ms. Heard looked the next day on May 22nd?          05:06,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=67
11.pdf,DATE,67,May 22nd,,2 the day of May 22nd.,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=67
11.pdf,DATE,67,May 22nd,,2 the day of May 22nd.,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=67
11.pdf,DATE,67,next day,,15 of how Ms. Heard looked the next day on May 22nd?          05:06,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=67
11.pdf,DATE,67,24 May 22nd,,24 May 22nd --,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=67
11.pdf,DATE,68,that day,,4 Ms. Heard's face on that day?,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=68
11.pdf,DATE,68,"the

7 past",,,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=68
11.pdf,DATE,68,the days,,18 see Ms. Heard on the days following this incident,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=68
11.pdf,DATE,68,the 23rd to the 27th,,"19 from, say, the 23rd to the 27th?",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=68
11.pdf,timexy,68,25 days,"TIMEX3 type=""DURATION"" value=""P25D""",25 days?                                                      05:08,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=68
11.pdf,DATE,68,May 22nd,,"1       A   I don't.                                         05:08
2       Q   There was some testimony earlier with
3 Mr. Chew.  I think he showed you Drew 6.  If you
4 don't mind picking that up.
5           And there was some discussion -- you had         05:08
6 some back and forth with Mr. Chew about a statement
7 that was made and -- when the issue first came up.
8 Do you recall that testimony?
9       A   Briefly.
10       Q   And you said -- I think you testified that       05:08
11 you did receive this text from Ms. Heard on
12 May 22nd, asking for statements?
13       A   To my vague recollection, yes.
14       Q   Okay.  I'm going to hand you a new
15 document that we'll mark as Drew --                        05:08
16           THE REPORTER:  16.
17           MS. KAPLAN:  -- 16.  I think everyone has
18 it, but it's the email --
19           MR. CHEW:  You said the same thing about
20 the declaration, so let's trust but verify.                05:09
21           MS. KAPLAN:  Okay.  So it's the email that
22 we sent out attaching -- the email from Josh --
23 Joshua Drew to Amber Heard dated 5-22-2016, sent,
24 according to the email, at 9:43, 30 -- 9:43 p.m.,
25 subject to the email says statement from J.D. and          05:09",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=68
11.pdf,DATE,68,the next day,,"1           (Simultaneous speakers.)                         05:10
2           MS. KAPLAN:  Do you guys need another one?
3           MR. CHEW:  No.  I think we've got one now.
4           MS. KAPLAN:  Okay.  Making sure this is
5 the same as mine.                                          05:10
6           Yeah.  Okay.  So why don't we use this.
7           (Exhibit 16 marked.)
8 BY MS. KAPLAN:
9       Q   Take your time and review this document,
10 Mr. Drew, if you would.                                    05:10
11       A   (Reviewing document.)
12           MS. KAPLAN:  I have one more copy.  Do you
13 guys want one?
14           THE WITNESS:  Okay.
15 BY MS. KAPLAN:                                             05:12
16       Q   Mr. Drew, can you identify Drew 16 for --
17 for the record?  Can you tell me what it is?  Sorry.
18       A   This looks like a statement that I wrote
19 either that evening or the next day, and Raquel's,
20 same circumstance.                                         05:12
21       Q   Okay.  And you wrote yours.  Who wrote
22 Raquel's?
23       A   My understanding, it was her.
24       Q   Let's -- and -- and you forwarded these
25 over to Amber sometime that evening?                       05:12
Page 241",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=68
11.pdf,DATE,71,May 22nd,,"1 Trinity -- at least Trinity Esparza said that on the       05:23
2 morning of May 22nd, Ms. Heard looked radiant and
3 beautiful and had no marks.
4           Do you recall that question?
5       A   That characterization came from one of the       05:23
6 gentlemen, not Alex and not Trinity, if memory
7 serves me right.
8           MR. CHEW:  Yeah.  You misstated his
9 testimony.",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=71
11.pdf,DATE,71,May 22nd,,"1 Trinity -- at least Trinity Esparza said that on the       05:23
2 morning of May 22nd, Ms. Heard looked radiant and
3 beautiful and had no marks.
4           Do you recall that question?
5       A   That characterization came from one of the       05:23
6 gentlemen, not Alex and not Trinity, if memory
7 serves me right.
8           MR. CHEW:  Yeah.  You misstated his
9 testimony.",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=71
