file,label,page,text,id,surrounding_text,link,name,calculated_date,pretty_date
11.pdf,timexy,255,"April 22, 2016","TIMEX3 type=""DATE"" value=""2016-04-22T00:00:00""","This  photogra ph wa s  ta ke n by S e a n Be tt on April 22, 2016 a fte r I re turne d to my We s t",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=255,Josh Drew,2016-04-22,Apr. 2016
4.pdf,timexy,8,22  April  2016,"TIMEX3 type=""DATE"" value=""2016-04-22T00:00:00""",April  2016/early morning  of  22  April  2016.   Johnny  had  thrown my  phone  out  of the ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=8,Amber Heard,2016-04-22,Apr. 2016
5.pdf,timexy,4,May 2016,"TIMEX3 type=""DATE"" value=""2016-05-01T00:00:00""",Rocky Pennington after the incident in May 2016;   ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=4,Amber Heard,2016-05-01,May 2016
5.pdf,timexy,5,May 2016,"TIMEX3 type=""DATE"" value=""2016-05-01T00:00:00""",May 2016 incident.   ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=5,Amber Heard,2016-05-01,May 2016
5.pdf,timexy,4,May 2016,"TIMEX3 type=""DATE"" value=""2016-05-01T00:00:00""",Rocky Pennington after the incident in May 2016;   ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=4,Amber Heard,2016-05-01,May 2016
4.pdf,timexy,3,May 2016,"TIMEX3 type=""DATE"" value=""2016-05-01T00:00:00""",proceedings (TB/ File 4 Tab 155). I think the date of the call was around late May 2016. ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=3,Amber Heard,2016-05-01,May 2016
5.pdf,timexy,4,May 2016,"TIMEX3 type=""DATE"" value=""2016-05-01T00:00:00""",Rocky Pennington after the incident in May 2016;   ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=4,Amber Heard,2016-05-01,May 2016
5.pdf,timexy,4,May 2016,"TIMEX3 type=""DATE"" value=""2016-05-01T00:00:00""",Rocky Pennington after the incident in May 2016;   ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=4,Amber Heard,2016-05-01,May 2016
9.pdf,timexy,11,May 2016,"TIMEX3 type=""DATE"" value=""2016-05-01T00:00:00""","May 2016, and the police had been called and she decided to leave, it was like there was ",https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=11,Kristina Sexton,2016-05-01,May 2016
5.pdf,timexy,4,May 2016,"TIMEX3 type=""DATE"" value=""2016-05-01T00:00:00""",Rocky Pennington after the incident in May 2016;   ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=4,Amber Heard,2016-05-01,May 2016
8.pdf,timexy,7,21 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","at that time, let alone in Amber’s bed. I understand that, during the 21 May 2016 incident ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=7,Raquel Pennington,2016-05-21,May 2016
8.pdf,timexy,7,21 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","at that time, let alone in Amber’s bed. I understand that, during the 21 May 2016 incident ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=7,Raquel Pennington,2016-05-21,May 2016
11.pdf,timexy,172,"May 21, 2016","TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","On May 21, 2016, I was in my condominium with Joshua when I received a text",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=172,Josh Drew,2016-05-21,May 2016
11.pdf,timexy,4,21  May 2016,"TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","21  May 2016,  Los Angeles ",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=4,Josh Drew,2016-05-21,May 2016
5.pdf,timexy,7,21 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","d.  Tab 92, J6: This photograph is marked in the index as 21 May 2016, but is in fact a ",https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=7,Amber Heard,2016-05-21,May 2016
11.pdf,timexy,2,"21 

May 2016","TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=2,Josh Drew,2016-05-21,May 2016
5.pdf,timexy,7,21 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","d.  Tab 92, J6: This photograph is marked in the index as 21 May 2016, but is in fact a ",https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=7,Amber Heard,2016-05-21,May 2016
5.pdf,timexy,7,21 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","d.  Tab 92, J6: This photograph is marked in the index as 21 May 2016, but is in fact a ",https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=7,Amber Heard,2016-05-21,May 2016
10.pdf,timexy,11,21 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","Los Angeles, 21 May 2016 ",https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=11,iO Tillet-Wright,2016-05-21,May 2016
7.pdf,timexy,18,21 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","Los Angeles, 21 May 2016 ",https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=18,Whitney Henriquez,2016-05-21,May 2016
0.pdf,timexy,35,21  May  2016,"TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""",155.  The  next  time  I  saw  Johnny  was  on  21  May  2016  when  we  met  at  the  apartment  to ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=35,Amber Heard,2016-05-21,May 2016
5.pdf,timexy,8,"21 

May 2016","TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=8,Amber Heard,2016-05-21,May 2016
11.pdf,timexy,14,"May 21, 2016","TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","10 say it was between three and five months after that       11:24
11 May 21st incident.
12       Q   Is it your understanding that Mr. Depp and
13 Ms. Heard separated on or after May 21, 2016?
14       A   I'm aware of that, yes.
15       Q   Did Mr. Depp ever come -- well, I'm             11:24
16 getting ahead of myself.
17           Have you ever lived at a building located
18 at 849 South Broadway in Los Angeles, known as the
19 Eastern Columbia Building?
20       A   Correct.                                        11:24
21       Q   Did you live in the condo known as
22 Penthouse 1?
23       A   Correct.
24       Q   With whom did you live in the Penthouse 1?
25       A   Raquel Pennington.                              11:24",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=14,Josh Drew,2016-05-21,May 2016
11.pdf,timexy,38,"May 21, 2016","TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","10       Q   Okay.  Okay.  Sit -- sitting here today,         01:55
11 do you have any reason to believe that this is not
12 her signature?
13           MS. VIGLIETTA:  Objection.  Foundation;
14 speculation.
15 BY MR. CHEW:                                               01:56
16       Q   All right.  Well, let's -- let's go to the
17 one question I -- I really have about this document,
18 which is paragraph 4.  She testifies --
19       A   On which page?
20       Q   On page 1.                                       01:56
21           Ms. Pennington testifies:
22           ""On May 21, 2016, I was in my condominium
23           with Joshua when I received a text message
24           from Amber at approximately 8:06 p.m.,
25           asking me to come over to her condominium        01:56",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=38,Josh Drew,2016-05-21,May 2016
9.pdf,timexy,15,21 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""",21 May 2016 ,https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=15,Kristina Sexton,2016-05-21,May 2016
0.pdf,timexy,35,21 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","Los Angeles, 21 May 2016  ",https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=35,Amber Heard,2016-05-21,May 2016
7.pdf,timexy,18,21 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","Los Angeles, 21 May 2016 ",https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=18,Whitney Henriquez,2016-05-21,May 2016
5.pdf,timexy,7,21 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","d.  Tab 92, J6: This photograph is marked in the index as 21 May 2016, but is in fact a ",https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=7,Amber Heard,2016-05-21,May 2016
5.pdf,timexy,8,21 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""",J37: This picture was taken of me by Rocky on 21 May 2016; ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=8,Amber Heard,2016-05-21,May 2016
11.pdf,timexy,23,"May 21, 2016","TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","1       Q   What -- what, again, was his role?              11:58
2       A   I believe he was Johnny's house manager.
3       Q   Did you have good interactions with him?
4       A   Always.
5       Q   Was he a pleasant person?                       11:59
6       A   Yes.
7       Q   To your knowledge, was he an honest
8 person?
9       A   To me, yes.  I know there had been some
10 friction with -- with a variety of people in              11:59
11 Johnny's life, but I was never present or privy to
12 it.  I always had pleasant interactions with him.
13       Q   Understanding that you weren't with him
14 all the time, did you ever know Mr. Murphy to lie to
15 anyone?                                                   11:59
16       A   I don't want to answer that.  That's going
17 to force me to speculate.
18       Q   Okay.  Well, your -- your lawyer is not
19 going to allow you to speculate.
20           Without speculating, can you cite any           11:59
21 example of him lying to someone?
22       A   No.
23       Q   Mr. Drew, let's please change subjects and
24 move to the evening of May 21, 2016, which you had
25 referenced previously.                                    11:59",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=23,Josh Drew,2016-05-21,May 2016
5.pdf,timexy,7,22 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-22T00:00:00""","J30-31: I took this, a closer up picture, of my face on 22 May 2016; ",https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=7,Amber Heard,2016-05-22,May 2016
5.pdf,timexy,8,22 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-22T00:00:00""","J 33-34: This photograph was taken on 22 May 2016, after the 21 ",https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=8,Amber Heard,2016-05-22,May 2016
0.pdf,timexy,38,23  May  2016,"TIMEX3 type=""DATE"" value=""2016-05-23T00:00:00""","marriage  on  23  May  2016,  and  on  27  May  2016  I  filed  an  application  for  a  domestic ",https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=38,Amber Heard,2016-05-23,May 2016
0.pdf,timexy,38,27  May  2016,"TIMEX3 type=""DATE"" value=""2016-05-27T00:00:00""","marriage  on  23  May  2016,  and  on  27  May  2016  I  filed  an  application  for  a  domestic ",https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=38,Amber Heard,2016-05-27,May 2016
11.pdf,timexy,10,"May 27, 2016","TIMEX3 type=""DATE"" value=""2016-05-27T00:00:00""","             Pennington dated May 27, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=10,Josh Drew,2016-05-27,May 2016
4.pdf,timexy,17,27 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-27T00:00:00""",restraining order (TRO) against Johnny (I was granted the TRO on 27 May 2016). In ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=17,Amber Heard,2016-05-27,May 2016
8.pdf,timexy,1,27 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-27T00:00:00""",3.  On 27 May 2016 I gave evidence in a declaration in support of Amber Heard’s request for ,https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=1,Raquel Pennington,2016-05-27,May 2016
5.pdf,timexy,7,28 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-28T00:00:00""",J28: I took this picture on 28 May 2016 of the bruises on my legs ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=7,Amber Heard,2016-05-28,May 2016
4.pdf,timexy,17,30  May  2016,"TIMEX3 type=""DATE"" value=""2016-05-30T00:00:00""",message  I  sent  to  Lisa  Beane  on  30  May  2016  in  which  I  asked  for  the  medical ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=17,Amber Heard,2016-05-30,May 2016
4.pdf,timexy,18,June 2016,"TIMEX3 type=""DATE"" value=""2016-06-01T00:00:00""",78. This June 2016 publication of the 2009 event started a harassment campaign of people ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=18,Amber Heard,2016-06-01,Jun. 2016
4.pdf,timexy,17,June  2016,"TIMEX3 type=""DATE"" value=""2016-06-01T00:00:00""","circulating  in  the  media  in  June  2016,  about  a  week  after  I  filed  for  the  temporary ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=17,Amber Heard,2016-06-01,Jun. 2016
4.pdf,timexy,18,"7 June 

2016","TIMEX3 type=""DATE"" value=""2016-06-07T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=18,Amber Heard,2016-06-07,Jun. 2016
8.pdf,timexy,2,16 June 2016,"TIMEX3 type=""DATE"" value=""2016-06-16T00:00:00""",4.  On 16 June 2016 and 14 July 2016 I testified in a deposition in the divorce case between ,https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=2,Raquel Pennington,2016-06-16,Jun. 2016
11.pdf,timexy,170,7/7/2016,"TIMEX3 type=""DATE"" value=""2016-07-07T00:00:00""",7/7/2016,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=170,Josh Drew,2016-07-07,Jul. 2016
11.pdf,timexy,170,7/7/2016,"TIMEX3 type=""DATE"" value=""2016-07-07T00:00:00""",7/7/2016,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=170,Josh Drew,2016-07-07,Jul. 2016
8.pdf,timexy,2,14 July 2016,"TIMEX3 type=""DATE"" value=""2016-07-14T00:00:00""",4.  On 16 June 2016 and 14 July 2016 I testified in a deposition in the divorce case between ,https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=2,Raquel Pennington,2016-07-14,Jul. 2016
11.pdf,timexy,166,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","Officer Tyler Hadden
July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=166,Josh Drew,2016-07-18,Jul. 2016
11.pdf,timexy,168,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=168,Josh Drew,2016-07-18,Jul. 2016
11.pdf,timexy,165,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","Officer Tyler Hadden
July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=165,Josh Drew,2016-07-18,Jul. 2016
11.pdf,timexy,164,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","Officer Tyler Hadden
July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=164,Josh Drew,2016-07-18,Jul. 2016
11.pdf,timexy,163,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","Officer Tyler Hadden
July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=163,Josh Drew,2016-07-18,Jul. 2016
11.pdf,timexy,149,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=149,Josh Drew,2016-07-18,Jul. 2016
11.pdf,timexy,148,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=148,Josh Drew,2016-07-18,Jul. 2016
11.pdf,timexy,147,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=147,Josh Drew,2016-07-18,Jul. 2016
11.pdf,timexy,146,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=146,Josh Drew,2016-07-18,Jul. 2016
11.pdf,timexy,145,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=145,Josh Drew,2016-07-18,Jul. 2016
11.pdf,timexy,144,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=144,Josh Drew,2016-07-18,Jul. 2016
11.pdf,timexy,169,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","Officer Tyler Hadden
July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=169,Josh Drew,2016-07-18,Jul. 2016
11.pdf,timexy,167,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","Officer Tyler Hadden
July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=167,Josh Drew,2016-07-18,Jul. 2016
5.pdf,timexy,8,22 July 2016,"TIMEX3 type=""DATE"" value=""2016-07-22T00:00:00""",mediate on 22 July 2016; ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=8,Amber Heard,2016-07-22,Jul. 2016
5.pdf,timexy,6,22 July 2016,"TIMEX3 type=""DATE"" value=""2016-07-22T00:00:00""","22 July 2016. I later learned that, after this mediation attempt, Christian became ",https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=6,Amber Heard,2016-07-22,Jul. 2016
2.pdf,timexy,7,August  16,"TIMEX3 type=""DATE"" value=""2016-08-01T00:00:00""","August  16,  2016  Petitioner  dismissed  her  Request  for  Domestic  Violence ",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=7,Amber Heard,2016-08-01,Aug. 2016
4.pdf,timexy,18,"8 August 

2016","TIMEX3 type=""DATE"" value=""2016-08-08T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=18,Amber Heard,2016-08-08,Aug. 2016
11.pdf,timexy,252,"August 13, 2016","TIMEX3 type=""DATE"" value=""2016-08-13T00:00:00""","deposed on or about August 13, 2016. Ms. Heard admitted to some of these acts of violence",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=252,Josh Drew,2016-08-13,Aug. 2016
5.pdf,timexy,7,16 December 2016,"TIMEX3 type=""DATE"" value=""2016-12-16T00:00:00""",photograph which was taken of me by Rocky on the night of 16 December 2016 ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=7,Amber Heard,2016-12-16,Dec. 2016
11.pdf,timexy,48,December 17,"TIMEX3 type=""DATE"" value=""2017-12-01T00:00:00""","22 this affidavit on page 3.  It says, ""December 17,",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=48,Josh Drew,2017-12-01,Dec. 2017
4.pdf,timexy,18,28 December 2018,"TIMEX3 type=""DATE"" value=""2018-12-28T00:00:00""",28 December 2018. I had emailed her a link to the article in the Washington Post that ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=18,Amber Heard,2018-12-28,Dec. 2018
11.pdf,timexy,195,April 2019,"TIMEX3 type=""DATE"" value=""2019-04-01T00:00:00""","Exe cute d this  i o da y of April 2019, a t Los  Ange le s , Ca lifornia .",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=195,Josh Drew,2019-04-01,Apr. 2019
4.pdf,timexy,19,July 2019,"TIMEX3 type=""DATE"" value=""2019-07-01T00:00:00""",media in July 2019 (see for example the article in The Blast dated 15 July (TB/File 5 ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=19,Amber Heard,2019-07-01,Jul. 2019
11.pdf,timexy,10,"November 19, 2019","TIMEX3 type=""DATE"" value=""2019-11-19T00:00:00""","1                  Irvine, California
2        Tuesday, November 19, 2019; 11:08 a.m.
3
4           THE VIDEOGRAPHER:  Good morning.  We are
5 on the record.  This is the recorded videotaped
6 deposition of Joshua Drew in the matter of John C.
7 Depp v. Amber Laura Heard.
8           This deposition is taking place at 2211
9 Michelson Drive, 7th floor, Irvine, California,
10 92612 on November 19th, 2019, at 11:08 a.m.
11           My name is Joshua Yasko.  I'm the legal
12 videographer with Veritext.  Video and audio
13 recording will be taking place unless all counsel
14 have agreed to go off the record.
15           Would everyone please introduce themselves
16 beginning with the witness.
17           THE WITNESS:  Joshua Drew.
18           MS. VIGLIETTA:  Emily Viglietta, attorney
19 for nonparty Joshua Drew.
20           MS. BROOK:  Davida Brook of Susman Godfrey
21 on behalf of the Defendant Amber Heard.
22           MS. GOODARZI:  Mona Goodarzi, associate at
23 Brown Rudnick.
24           MR. RAWLINSON:  Tom Rawlinson, associate
25 at Kaplan Hecker & Fink.",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=10,Josh Drew,2019-11-19,Nov. 2019
11.pdf,timexy,9,"November 19, 2019","TIMEX3 type=""DATE"" value=""2019-11-19T00:00:00""","1
2
3            Confidential Video Deposition of JOSHUA
4 DREW, taken on behalf of Plaintiff, at 2211
5 Michelson Drive, 7th Floor, Irvine, California,
6 beginning at 11:08 a.m. and ending at 6:22 p.m. on
7 Tuesday, November 19, 2019, before Michelle Bulkley,
8 Certified Shorthand Reporter Number 13658.
9                         * * *",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=9,Josh Drew,2019-11-19,Nov. 2019
11.pdf,timexy,8,"November 19, 2019","TIMEX3 type=""DATE"" value=""2019-11-19T00:00:00""","             Tuesday, November 19, 2019",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=8,Josh Drew,2019-11-19,Nov. 2019
11.pdf,timexy,2,19 November 2019,"TIMEX3 type=""DATE"" value=""2019-11-19T00:00:00""",4.  I was deposed on 19 November 2019 in John  C.  Depp v Amber Laura Heard  Civil Action ,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=2,Josh Drew,2019-11-19,Nov. 2019
11.pdf,timexy,78,"November 19, 2019","TIMEX3 type=""DATE"" value=""2019-11-19T00:00:00""","1           DECLARATION OF PENALTY OF PERJURY
2
3
4
5      I, JOSHUA DREW, do hereby certify under penalty
6 of perjury that I have read the foregoing transcript
7 of my deposition taken on November 19, 2019; that I
8 have made such corrections as appear noted herein;
9 that my testimony as contained herein, as corrected,
10 is true and correct.
11
12
13      DATED this _____ day of _____________, 20_____,
14 at __________________________________, California.
15
16
17
18                          _______________________
19                          JOSHUA DREW
20
21
22
23
24
25",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=78,Josh Drew,2019-11-19,Nov. 2019
11.pdf,timexy,78,"November 25, 2019","TIMEX3 type=""DATE"" value=""2019-11-25T00:00:00""","1           I, the undersigned, a Certified Shorthand
2 Reporter of the State of California, do hereby
3 certify:
4           That the foregoing proceedings were taken
5 before me at the time and place herein set forth;
6 that any witnesses in the foregoing proceedings,
7 prior to testifying, were administered an oath; that
8 a record of the proceedings was made by me using
9 machine shorthand which was thereafter transcribed
10 under my direction; that the foregoing transcript is
11 a true record of the testimony given.
12           I further certify that I am neither
13 financially interested in the action nor a relative
14 or employee of any attorney or any party to this
15 action.
16           IN WITNESS WHEREOF, I have this date
17 subscribed my name.
18 Dated:  November 25, 2019
19
20
21
22                   <%1482,Signature%>
23                   MICHELLE BULKLEY
24                   CSR No. 13658",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=78,Josh Drew,2019-11-25,Nov. 2019
10.pdf,timexy,1,December 2019,"TIMEX3 type=""DATE"" value=""2019-12-01T00:00:00""",Date:12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=1,iO Tillet-Wright,2019-12-01,Dec. 2019
9.pdf,timexy,16,December 2019,"TIMEX3 type=""DATE"" value=""2019-12-01T00:00:00""",Date:4 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=16,Kristina Sexton,2019-12-01,Dec. 2019
7.pdf,timexy,20,December 2019,"TIMEX3 type=""DATE"" value=""2019-12-01T00:00:00""",Date:  December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=20,Whitney Henriquez,2019-12-01,Dec. 2019
7.pdf,timexy,20,December 2019,"TIMEX3 type=""DATE"" value=""2019-12-01T00:00:00""",Date:  December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=20,Whitney Henriquez,2019-12-01,Dec. 2019
9.pdf,timexy,6,4 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-04T00:00:00""",Date: 4 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=6,Kristina Sexton,2019-12-04,Dec. 2019
