file,label,page,text,id,surrounding_text,link
3.pdf,timexy,3,May  21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""","9.  I  was  not  on  duty  at  the  Eastern  Columbia  Lofts  on  May  21,  2016.  However,  at ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=3
3.pdf,timexy,3,May  21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""","9.  I  was  not  on  duty  at  the  Eastern  Columbia  Lofts  on  May  21,  2016.  However,  at ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=3
3.pdf,timexy,3,"May 22, 2016","TIMEX3 type=""DATE"" value=""2016-05-22T00:00:00""","Sunday, May 22, 2016 ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=3
3.pdf,timexy,3,May  22,"TIMEX3 type=""DATE"" value=""2022-05-01T00:00:00""","11.  On Sunday  May  22,  2016,  my  Eastern  Columbia  Lofts  colleague  Cornelius  Harrell  called ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=3
3.pdf,timexy,3,23  May 2016,"TIMEX3 type=""DATE"" value=""2016-05-23T00:00:00""","III.  Monday, 23  May 2016 ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=3
3.pdf,timexy,3,May  23,"TIMEX3 type=""DATE"" value=""2023-05-01T00:00:00""","12.  On  Monday,  May  23 ,  2016  I  was  working  at  the  front  desk  at  the  Eastern  Columbia  Lofts ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=3
3.pdf,timexy,3,24 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-24T00:00:00""","Tuesday, 24 May 2016 ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=3
3.pdf,timexy,3,May  24,"TIMEX3 type=""DATE"" value=""2024-05-01T00:00:00""","13 . On  Tuesday,  May  24,  2016  I  was  working  at  the  front  desk  at the  Eastern  Columbia  Lofts ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=3
3.pdf,timexy,4,25 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-25T00:00:00""","V.  Wednesday, 25 May 2016 ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=4
3.pdf,timexy,4,May 25  2016,"TIMEX3 type=""DATE"" value=""2016-05-25T00:00:00""","14. On Wednesday, May 25  2016 I was working at the front desk of the Eastern Columbia Lofts, ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=4
3.pdf,timexy,4,26 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-26T00:00:00""","Thursdav, 26 May 2016 ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=4
3.pdf,timexy,4,"May 26, 2016","TIMEX3 type=""DATE"" value=""2016-05-26T00:00:00""","15.  On Thursday, May 26, 2016, I do not recall seeing Ms. Heard. ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=4
3.pdf,timexy,4,May 27 2016,"TIMEX3 type=""DATE"" value=""2016-05-27T00:00:00""","Friday, May 27 2016 ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=4
3.pdf,timexy,4,May 27,"TIMEX3 type=""DATE"" value=""2027-05-01T00:00:00""","Friday, May 27 2016 ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=4
3.pdf,DATE,4,that week,,"walked towards me with a sad look on her face.  Now, for the fust time that week, she had a ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=4
3.pdf,timexy,5,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""",obtained a restraining order against Mr.  Depp for domestic abuse stemming from the May 21 ,https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=5
3.pdf,DATE,5,The Week of,,VIII.  The Week of 30 May 2016 ,https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=5
3.pdf,timexy,5,30 May 2016,"TIMEX3 type=""DATE"" value=""2016-05-30T00:00:00""",VIII.  The Week of 30 May 2016 ,https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=5
3.pdf,timexy,5,May  30,"TIMEX3 type=""DATE"" value=""2030-05-01T00:00:00""","I  was  disturbed.  When  I  went  to  work  on  Monday,  May  30  2016  I knew  this: I  knew  the ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=5
3.pdf,timexy,5,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""",obtained a restraining order against Mr.  Depp for domestic abuse stemming from the May 21 ,https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=5
3.pdf,timexy,5,May  21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""",police came to the  penthouse the  evening of May 21.  I knew that Mr.  Depp  left  on  May  21 ,https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=5
3.pdf,timexy,5,May 22,"TIMEX3 type=""DATE"" value=""2022-05-01T00:00:00""",and had not yet returned.  I knew my colleague Cornelius Harrell called me  May 22 and said ,https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=5
3.pdf,timexy,5,"May 

23","TIMEX3 type=""DATE"" value=""2023-05-01T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=5
3.pdf,timexy,5,May  24,"TIMEX3 type=""DATE"" value=""2024-05-01T00:00:00""","23,  Tuesday, May  24, and  Wednesday  May  25  with  a  clear, and  unmarked  face.  I knew  I ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=5
3.pdf,timexy,5,May  25,"TIMEX3 type=""DATE"" value=""2025-05-01T00:00:00""","23,  Tuesday, May  24, and  Wednesday  May  25  with  a  clear, and  unmarked  face.  I knew  I ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=5
3.pdf,timexy,5,May 27,"TIMEX3 type=""DATE"" value=""2027-05-01T00:00:00""","time on  Friday,  May 27.  Since my professional  responsibility is to  ensure the security of the ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=5
3.pdf,timexy,5,"May 21,  2016","TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","18. I reviewed the  security footage  beginning on May 21,  2016.  I saw Ms. Heard on a multitude ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=5
3.pdf,timexy,5,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""",obtained a restraining order against Mr.  Depp for domestic abuse stemming from the May 21 ,https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=5
3.pdf,timexy,5,May  24,"TIMEX3 type=""DATE"" value=""2024-05-01T00:00:00""","23,  Tuesday, May  24, and  Wednesday  May  25  with  a  clear, and  unmarked  face.  I knew  I ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=5
3.pdf,timexy,6,May  21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""",Columbia  Lofts  May  21  at  8:29  pm  (there  is  video  footage  of his  departure  with  his  two ,https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=6
3.pdf,timexy,6,May  22,"TIMEX3 type=""DATE"" value=""2022-05-01T00:00:00""","having  with  Ms. Heard on  Sunday,  May  22, 2016  at  1 pm.  I  reviewed video  of Ms.  Heard ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=6
3.pdf,timexy,6,"May 25,  2016","TIMEX3 type=""DATE"" value=""2016-05-25T00:00:00""","meeting with me on May 25,  2016.  In none  of the  videos prior to  May 27, 2016  were  there ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=6
3.pdf,timexy,6,"May 27, 2016","TIMEX3 type=""DATE"" value=""2016-05-27T00:00:00""","meeting with me on May 25,  2016.  In none  of the  videos prior to  May 27, 2016  were  there ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=6
3.pdf,timexy,6,"May 27, 2016","TIMEX3 type=""DATE"" value=""2016-05-27T00:00:00""","meeting with me on May 25,  2016.  In none  of the  videos prior to  May 27, 2016  were  there ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=6
3.pdf,timexy,6,May  24,"TIMEX3 type=""DATE"" value=""2024-05-01T00:00:00""","told  Mr. Depp's  lawyers  to  look  for  footage  from  Tuesday  evening,  May  24,  2016  at  the ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=6
3.pdf,DATE,6,Later the week of,,"22. Later the week of May 30,  2016, Ms.  Heard asked me  for  help.  She  said  the paparazzi  were ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=6
3.pdf,timexy,6,"May 30,  2016","TIMEX3 type=""DATE"" value=""2016-05-30T00:00:00""","22. Later the week of May 30,  2016, Ms.  Heard asked me  for  help.  She  said  the paparazzi  were ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=6
3.pdf,timexy,6,"June 9, 2016","TIMEX3 type=""DATE"" value=""2016-06-09T00:00:00""","June 9, 2016 ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=6
3.pdf,DATE,7,"June  9, 2016",,"24.  On June  9, 2016,  Ms.  Heard  called me and asked  me to  help her.  Specifically,  she wanted ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=7
3.pdf,DATE,7,the week,,asserted Ms.  Heard was visibly uninjured in the week following her claimed injuries of May ,https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=7
3.pdf,timexy,7,"May 

21","TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=7
3.pdf,DATE,7,early  July,,"Sometime  in  the  middle  of June  or early  July,  2016,  several  weeks  after  Mr.  Depp  left  the ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=7
3.pdf,timexy,7,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""","Eastern  Columbia Lofts  on  May 21  never  to  return,  I  was  working  at  the  front desk  of the ",https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=7
3.pdf,DATE,7,more than a year,,Depp was away for more than a year at that point. ,https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=7
3.pdf,timexy,9,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_759ec5c37d59420db95c1b1529a7ed23.pdf#page=9
4.pdf,timexy,1,25  February 2020,"TIMEX3 type=""DATE"" value=""2020-02-25T00:00:00""","On behalf of: Claimant 
Witness: John Christopher Depp II 
No: First 
Date: 25  February 2020 ",https://www.nickwallis.com/_files/ugd/5df505_e8641351c9854107a4ba6f7de50d6faa.pdf#page=1
4.pdf,DATE,1,23  years,,1.  I work  in  personal  security  and  have  done  so  for  the  past  23  years.  I  have  worked  for  the ,https://www.nickwallis.com/_files/ugd/5df505_e8641351c9854107a4ba6f7de50d6faa.pdf#page=1
4.pdf,DATE,1,the past,,"Claimant, Johnny, and his family for the past 16 years. ",https://www.nickwallis.com/_files/ugd/5df505_e8641351c9854107a4ba6f7de50d6faa.pdf#page=1
4.pdf,timexy,1,16 years,"TIMEX3 type=""DURATION"" value=""P16Y""","Claimant, Johnny, and his family for the past 16 years. ",https://www.nickwallis.com/_files/ugd/5df505_e8641351c9854107a4ba6f7de50d6faa.pdf#page=1
4.pdf,timexy,2,25  February 2020,"TIMEX3 type=""DATE"" value=""2020-02-25T00:00:00""","On behalf of: Claimant 
Witness: Malcolm Connolly 
No:  First 
Date:  25  February 2020 ",https://www.nickwallis.com/_files/ugd/5df505_e8641351c9854107a4ba6f7de50d6faa.pdf#page=2
4.pdf,timexy,2,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""","statement of Amber Heard dated 15 December 2019, which I have seen and in which she refers ",https://www.nickwallis.com/_files/ugd/5df505_e8641351c9854107a4ba6f7de50d6faa.pdf#page=2
4.pdf,timexy,2,March 2015,"TIMEX3 type=""DATE"" value=""2015-03-01T00:00:00""",to an incident in early March 2015 in Australia. ,https://www.nickwallis.com/_files/ugd/5df505_e8641351c9854107a4ba6f7de50d6faa.pdf#page=2
4.pdf,timexy,2,March 2015,"TIMEX3 type=""DATE"" value=""2015-03-01T00:00:00""",to an incident in early March 2015 in Australia. ,https://www.nickwallis.com/_files/ugd/5df505_e8641351c9854107a4ba6f7de50d6faa.pdf#page=2
4.pdf,timexy,2,"8 

March 2015","TIMEX3 type=""DATE"" value=""2015-03-08T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_e8641351c9854107a4ba6f7de50d6faa.pdf#page=2
4.pdf,timexy,2,8 March 2015,"TIMEX3 type=""DATE"" value=""2015-03-08T00:00:00""",7.  I remember at  some  point in  the middle of the  afternoon on  8 March 2015  getting an  urgent ,https://www.nickwallis.com/_files/ugd/5df505_e8641351c9854107a4ba6f7de50d6faa.pdf#page=2
4.pdf,DATE,2,that day,,security. Jerry had been doing something else that day so he wasn't around. He told me to get ,https://www.nickwallis.com/_files/ugd/5df505_e8641351c9854107a4ba6f7de50d6faa.pdf#page=2
4.pdf,timexy,3,25  February 2020,"TIMEX3 type=""DATE"" value=""2020-02-25T00:00:00""","On behalf of:  Claimant 
Witness: Malcolm Connolly 
No:  First 
Date: 25  February 2020 ",https://www.nickwallis.com/_files/ugd/5df505_e8641351c9854107a4ba6f7de50d6faa.pdf#page=3
4.pdf,timexy,4,25  February 2020,"TIMEX3 type=""DATE"" value=""2020-02-25T00:00:00""","On behalf of: Claimant 
Witness: Malcolm Connolly 
No:  First 
Date: 25  February 2020 ",https://www.nickwallis.com/_files/ugd/5df505_e8641351c9854107a4ba6f7de50d6faa.pdf#page=4
4.pdf,DATE,4,the next few days,,20. Johnny didn't go back to the house over the next few days. Instead he stayed in my apartment ,https://www.nickwallis.com/_files/ugd/5df505_e8641351c9854107a4ba6f7de50d6faa.pdf#page=4
4.pdf,timexy,4,25  February 2020,"TIMEX3 type=""DATE"" value=""2020-02-25T00:00:00""","On behalf of: Claimant 
Witness: Malcolm Connolly 
No:  First 
Date: 25  February 2020 ",https://www.nickwallis.com/_files/ugd/5df505_e8641351c9854107a4ba6f7de50d6faa.pdf#page=4
4.pdf,timexy,5,25  February 2020,"TIMEX3 type=""DATE"" value=""2020-02-25T00:00:00""","On behalf of: Claimant 
Witness: Malcolm Connolly 
No:  First 
Date: 25  February 2020 ",https://www.nickwallis.com/_files/ugd/5df505_e8641351c9854107a4ba6f7de50d6faa.pdf#page=5
5.pdf,timexy,1,11 May 2020,"TIMEX3 type=""DATE"" value=""2020-05-11T00:00:00""","Claimant 
Claimant 
T Roberts 
T Roberts 
First 
First 
Dated 11 May 2020 
Dated 11  May 2020 ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=1
5.pdf,timexy,1,11  May 2020,"TIMEX3 type=""DATE"" value=""2020-05-11T00:00:00""","Claimant 
Claimant 
T Roberts 
T Roberts 
First 
First 
Dated 11 May 2020 
Dated 11  May 2020 ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=1
5.pdf,timexy,1,December 2008,"TIMEX3 type=""DATE"" value=""2008-12-01T00:00:00""","island property since December 2008.   
island property  since  December  2008. ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=1
5.pdf,timexy,1,December  2008,"TIMEX3 type=""DATE"" value=""2008-12-01T00:00:00""","island property since December 2008.   
island property  since  December  2008. ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=1
5.pdf,timexy,2,11 May 2020,"TIMEX3 type=""DATE"" value=""2020-05-11T00:00:00""","Claimant 
Claimant 
T Roberts 
T Roberts 
First 
First 
Dated 11 May 2020 
Dated 11  May 2020 ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=2
5.pdf,timexy,2,11  May 2020,"TIMEX3 type=""DATE"" value=""2020-05-11T00:00:00""","Claimant 
Claimant 
T Roberts 
T Roberts 
First 
First 
Dated 11 May 2020 
Dated 11  May 2020 ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=2
5.pdf,timexy,2,June 2019,"TIMEX3 type=""DATE"" value=""2019-06-01T00:00:00""","material taken from the declaration I provided in June 2019 for use in the 
material taken  from  the  declaration  I provided  in June  2019  for  use  in the ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=2
5.pdf,timexy,2,June  2019,"TIMEX3 type=""DATE"" value=""2019-06-01T00:00:00""","material taken from the declaration I provided in June 2019 for use in the 
material taken  from  the  declaration  I provided  in June  2019  for  use  in the ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=2
5.pdf,DATE,2,the last few years,,"the last few years by Johnny Depp’s ex-wife Ms Amber Heard.  
the last  few years  by Johnny  Depp's  ex-wife Ms  Amber  Heard. ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=2
5.pdf,DATE,2,the last  few years,,"the last few years by Johnny Depp’s ex-wife Ms Amber Heard.  
the last  few years  by Johnny  Depp's  ex-wife Ms  Amber  Heard. ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=2
5.pdf,timexy,2,December 2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""","aggressive with Amber or anyone else. I observed in December 2015 to 
aggressive with Amber  or anyone  else.  I observed  in December  2015  to ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=2
5.pdf,timexy,2,December  2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""","aggressive with Amber or anyone else. I observed in December 2015 to 
aggressive with Amber  or anyone  else.  I observed  in December  2015  to ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=2
5.pdf,timexy,2,August 2014,"TIMEX3 type=""DATE"" value=""2014-08-01T00:00:00""","Events of August 2014 
Events of  August  2014 ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=2
5.pdf,timexy,2,August  2014,"TIMEX3 type=""DATE"" value=""2014-08-01T00:00:00""","Events of August 2014 
Events of  August  2014 ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=2
5.pdf,timexy,2,17  August  2014,"TIMEX3 type=""DATE"" value=""2014-08-17T00:00:00""","violently  attacked  Amber  on  the  Island  on  17  August  2014  and  that 
violently attacked  Amber  on the  Island  on 17 August",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=2
5.pdf,timexy,2,"17 August

 2014","TIMEX3 type=""DATE"" value=""2014-08-17T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=2
5.pdf,timexy,3,11 May 2020,"TIMEX3 type=""DATE"" value=""2020-05-11T00:00:00""","Claimant 
Claimant 
T Roberts 
T Roberts 
First 
First 
Dated 11 May 2020 
Dated 11  May 2020 ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=3
5.pdf,timexy,3,11  May 2020,"TIMEX3 type=""DATE"" value=""2020-05-11T00:00:00""","Claimant 
Claimant 
T Roberts 
T Roberts 
First 
First 
Dated 11 May 2020 
Dated 11  May 2020 ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=3
5.pdf,timexy,3,8  August  2014,"TIMEX3 type=""DATE"" value=""2014-08-08T00:00:00""","arrived  on  the  island  on  8  August  2014  and  Johnny  left  later  that  year. 
arrived on the  island  on 8  August  2014  and Johnny  left later  that year. ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=3
5.pdf,timexy,3,8  August  2014,"TIMEX3 type=""DATE"" value=""2014-08-08T00:00:00""","arrived  on  the  island  on  8  August  2014  and  Johnny  left  later  that  year. 
arrived on the  island  on 8  August  2014  and Johnny  left later  that year. ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=3
5.pdf,timexy,3,December 2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""","Events of December 2015 
Events of  December  2015 ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=3
5.pdf,timexy,3,December  2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""","Events of December 2015 
Events of  December  2015 ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=3
5.pdf,timexy,3,29  December  2015,"TIMEX3 type=""DATE"" value=""2015-12-29T00:00:00""","10.  During  the  evening  of  29  December  2015  Johnny  drove  to  the  office 
10.  During the  evening  of  29  December  2015  Johnny  drove  to the  office ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=3
5.pdf,timexy,3,29  December  2015,"TIMEX3 type=""DATE"" value=""2015-12-29T00:00:00""","10.  During  the  evening  of  29  December  2015  Johnny  drove  to  the  office 
10.  During the  evening  of  29  December  2015  Johnny  drove  to the  office ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=3
5.pdf,timexy,4,11 May 2020,"TIMEX3 type=""DATE"" value=""2020-05-11T00:00:00""","Claimant 
Claimant 
T Roberts 
T Roberts 
First 
First 
Dated 11 May 2020 
Dated 11  May 2020 ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=4
5.pdf,timexy,4,11  May 2020,"TIMEX3 type=""DATE"" value=""2020-05-11T00:00:00""","Claimant 
Claimant 
T Roberts 
T Roberts 
First 
First 
Dated 11 May 2020 
Dated 11  May 2020 ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=4
5.pdf,timexy,5,11 May 2020,"TIMEX3 type=""DATE"" value=""2020-05-11T00:00:00""","Claimant 
Claimant 
T Roberts 
T Roberts 
First 
First 
Dated 11 May 2020 
Dated 11  May 2020 ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=5
5.pdf,timexy,5,11  May 2020,"TIMEX3 type=""DATE"" value=""2020-05-11T00:00:00""","Claimant 
Claimant 
T Roberts 
T Roberts 
First 
First 
Dated 11 May 2020 
Dated 11  May 2020 ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=5
5.pdf,DATE,5,Christmas  2015,,"19.  During  this  visit  in  Christmas  2015  Amber  had  a  photographer  on  the 
19. During this",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=5
5.pdf,timexy,5,27  December  2015,"TIMEX3 type=""DATE"" value=""2015-12-27T00:00:00""","Williams,  who  arrived  on  27  December  2015  with  his  partner,  took 
Williams, who arrived  on 27 December",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=5
5.pdf,timexy,5,"27 December

 2015","TIMEX3 type=""DATE"" value=""2015-12-27T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=5
5.pdf,DATE,5,the  day,,"photographs  the  day  after  Amber’s  rampage,  during  departure,  of  an 
 of  an 
photographs the  day after Amber's",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=5
5.pdf,DATE,5,this late 2015,,"20.  Also present on the Island during this late 2015 visit was Johnny’s son, 
20. Also  present  on the  Island  during this  late  2015  visit  was  Johnny's  son, ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=5
5.pdf,timexy,5,31 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-31T00:00:00""","Island on 31 December 2015, she took everything she owned with her. 
Island on 31  December  2015,  she  took everything  she  owned  with her. ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=5
5.pdf,timexy,5,31  December  2015,"TIMEX3 type=""DATE"" value=""2015-12-31T00:00:00""","Island on 31 December 2015, she took everything she owned with her. 
Island on 31  December  2015,  she  took everything  she  owned  with her. ",https://www.nickwallis.com/_files/ugd/5df505_aa09e7b0456348c1898de7e4f77487b0.pdf#page=5
6.pdf,timexy,1,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On behalf of:  Claimant 
Witness:  Samantha McMillen 
No: First 
Dated:  12 December 2019 ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=1
6.pdf,timexy,2,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On behalf of:  Claimant 
Witness:  Samantha McMillen 
No:  First 
Dated:  12 December 2019 ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=2
6.pdf,DATE,2,December l 51h,,"amongst other dates, December l 51h,  2015  and May 21 ' 1,  2016. ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=2
6.pdf,timexy,2,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""","amongst other dates, December l 51h,  2015  and May 21 ' 1,  2016. ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=2
6.pdf,DATE,2,December  16th,,"5.  On December  16th,  2015,  I  spent  much of the  afternoon  and  early  evening  with  Ms  Heard, ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=2
